baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,adaptive_policy_mix_apc,adaptive_policy_mix_pat,adaptive_policy_mix_waferagent,adaptive_wrong_choice_count,adaptive_non_worse_fraction,adaptive_effective_run_policy,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,cross_job_prefix_hit_rate_observed
waferagent_adaptive,2.0,50,1.785769564186319,19200.594354131303,8.051039994466919,8.051039994466919,8.051039994466919,0.6154785198268655,0.615478519827775,0.615478519827775,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.94,91.0,0.0,0.0,1.0,128000.0,384000.0,0.0603979776,0.0,0.08858370048,0.0,0.0029796335616,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,1768385675264.0,3288334336.0,0.0,53.5700274631381,161.86670679599047,0.0628940761089325,1.1214111000299454,96.22009750455618,387.87270057946444,7.757454011589289,0.963534402626381,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,512,128,32,16,0.0
waferagent_latency_safe,2.0,50,1.785769564186319,19200.594354131303,8.051039994466919,8.051039994466919,8.051039994466919,0.6154785198268655,0.615478519827775,0.615478519827775,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.94,91.0,0.0,0.0,1.0,128000.0,384000.0,0.0603979776,0.0,0.08858370048,0.0,0.0029796335616,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,1768385675264.0,3288334336.0,0.0,125.9921845048666,161.16964258253574,0.05762185901403427,1.115577295422554,103.05903665721416,470.41362058371305,9.408272411674261,1.168578521301683,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
apc_like,16.0,50,11.991875310696496,128936.64334060872,670.6043731144666,670.6043731144691,670.6043731144691,2.4458989998270795,2.44589899982725,2.44589899982725,0.18081099982708793,0.18081099982708793,0.18081099982708793,5277.483464960003,0.0,0.0,0.0,0.4375,42.0,0.0,13193602662400.0,7.080366225839268,128000.0,384000.0,0.0603979776,2.63872053248,0.00268435456,0.0,0.0540360572928,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,50331648000.0,3355443200.0,0.0,53.31754591315985,159.45931803435087,0.05355663597583771,1.0664146393537521,124.67598263174295,417.60047152638435,8.352009430527687,0.012454451186679129,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
pat_like_traffic_only,16.0,50,11.991300117993182,128930.4588686627,670.8043731144667,670.804373114469,670.804373114469,2.645898999827068,2.6458989998272955,2.6458989998272955,0.18081099982708793,0.18081099982708793,0.18081099982708793,5277.483464960003,0.0,0.0,0.0,0.4375,42.0,0.0,13193602662400.0,7.080366225839268,128000.0,384000.0,0.0603979776,2.63872053248,0.00268435456,0.0,0.0540360572928,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,50331648000.0,3355443200.0,0.0,52.53165867179632,157.75487292557955,0.06750412285327911,1.5938086435198784,126.37364864349365,508.83607007563114,10.176721401512623,0.015170922864237277,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
waferagent_adaptive,16.0,50,14.257458782433476,153296.19682872473,8.051039994466919,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.9375757575757576,95.0,268435456.0,0.0,1.0,128000.0,384000.0,0.0603979776,0.0,0.0881542037504,0.0002147483648,0.0029753385943040002,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,1759795740672.0,3288334336.0,268435456.0,53.255485370755196,162.91333083063364,0.05757063627243042,1.1306218802928925,99.26058258861303,393.11588276177645,7.862317655235529,0.9765592595042321,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,512,128,32,16,0.0
waferagent_latency_safe,16.0,50,14.257458782433476,153296.19682872473,8.051039994466919,8.051039994466919,8.051039994466919,0.6154785198270929,0.6154785198270929,0.6154785198270929,0.18081099982708793,0.18081099982708793,0.18081099982708793,0.0,0.0,0.0,0.0,0.9375757575757576,95.0,268435456.0,0.0,1.0,128000.0,384000.0,0.0603979776,0.0,0.0881542037504,0.0002147483648,0.0029753385943040002,1717986918400.0,1717986918400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,34359.738368,0.0,cohort_stage,latency_p50_ms,1717986918400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.815359999996,1759795740672.0,3288334336.0,268435456.0,53.39385848492384,160.7896089553833,0.0630263239145279,1.0785069316625595,97.85959497094154,389.4991083070636,7.789982166141272,0.9675746452004936,0.0,0.0,0.0,0.0,0.0,,1,512,128,32,16,0.0
apc_like,2.0,50,1.742223873620031,4014.0838048205514,707.8701686049608,707.8701686049626,707.8701686049626,2.3046202924315367,2.304620292432446,2.304620292432446,0.03953229243156642,0.03953229243156642,0.03953229243156642,687.1949673599997,0.0,0.0,0.0,0.5,42.0,0.0,1717986918400.0,1.0,38400.0,25600.0,0.035232153599999996,0.34359738368,0.00033554432,0.0,0.007583301631999999,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3355443200.0,3355443200.0,0.0,8.63613560795784,23.941947147250175,0.049379654228687286,0.1417389139533043,13.511408120393753,108.94891433417797,2.1789782866835594,0.0030782174236524086,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
pat_like_traffic_only,2.0,50,1.7422117323285389,4014.055831284954,708.0701686049615,708.0701686049624,708.0701686049624,2.5046202924313548,2.5046202924331737,2.5046202924331737,0.03953229243156642,0.03953229243156642,0.03953229243156642,687.1949673599997,0.0,0.0,0.0,0.5,42.0,0.0,1717986918400.0,1.0,38400.0,25600.0,0.035232153599999996,0.34359738368,0.00033554432,0.0,0.007583301631999999,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3355443200.0,3355443200.0,0.0,8.73221829533577,23.828478530049324,0.04767533391714096,0.19253138452768326,13.854233548045158,110.2825216948986,2.205650433897972,0.00311501674790726,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
waferagent_adaptive,2.0,50,1.784848134476464,4112.2901018337725,22.50562172496211,22.50562172496211,22.50562172496211,0.4741998124318343,0.4741998124318343,0.4741998124318343,0.03953229243156642,0.03953229243156642,0.03953229243156642,0.0,0.0,0.0,0.0,0.604,91.0,0.0,0.0,1.0,38400.0,25600.0,0.035232153599999996,0.0,0.17213423616,0.0,0.0041473277952,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3439396388864.0,3288334336.0,0.0,8.857973851263523,25.4278015345335,0.054912641644477844,0.1514330506324768,13.564546592533588,113.96722123026848,2.2793444246053696,0.10127889166808675,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,512,128,512,2,0.0
waferagent_latency_safe,2.0,50,1.784848134476464,4112.2901018337725,22.50562172496211,22.50562172496211,22.50562172496211,0.4741998124318343,0.4741998124318343,0.4741998124318343,0.03953229243156642,0.03953229243156642,0.03953229243156642,0.0,0.0,0.0,0.0,0.604,91.0,0.0,0.0,1.0,38400.0,25600.0,0.035232153599999996,0.0,0.17213423616,0.0,0.0041473277952,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3439396388864.0,3288334336.0,0.0,8.763004094362259,24.75563809275627,0.0464683398604393,0.15241000801324844,13.546760194003582,118.37800871580839,2.367560174316168,0.10519861229562019,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
apc_like,16.0,50,11.885644563842781,27384.525075093767,707.8701686049617,707.8701686049617,707.8701686049618,2.3046202924315367,2.304620292431764,2.304620292431764,0.03953229243156575,0.03953229243156588,0.039532292431565974,687.19496736,0.0,0.0,0.0,0.5,42.0,0.0,1717986918400.0,1.0,38400.0,25600.0,0.035232153599999996,0.34359738368,0.00033554432,0.0,0.007583301631999999,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3355443200.0,3355443200.0,0.0,8.694388903677464,24.063726887106895,0.04493538290262222,0.13207830488681793,13.500493951141834,109.24435500055552,2.1848871000111103,0.003086564735899221,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
pat_like_traffic_only,16.0,50,11.885079516519795,27383.223206061604,708.0701686049615,708.0701686049617,708.0701686049619,2.504620292431582,2.5046202924318095,2.5046202924318095,0.03953229243156575,0.03953229243156587,0.039532292431565974,687.19496736,0.0,0.0,0.0,0.5,42.0,0.0,1717986918400.0,1.0,38400.0,25600.0,0.035232153599999996,0.34359738368,0.00033554432,0.0,0.007583301631999999,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3355443200.0,3355443200.0,0.0,8.77071637660265,24.112265557050705,0.04799477756023407,0.1911437138915062,13.845936395227909,110.92451307922602,2.2184902615845203,0.0031331503005632704,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
waferagent_adaptive,16.0,50,14.198934861308356,32714.345920454452,22.505621724961657,22.505621724961884,22.505621724961884,0.47419981243155007,0.4741998124316069,0.4741998124316069,0.03953229243156575,0.039532292431565974,0.039532292431565974,0.0,0.0,0.0,0.0,0.588,95.0,268435456.0,0.0,1.0,38400.0,25600.0,0.035232153599999996,0.0,0.1652622884864,0.0002147483648,0.004014183809024,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3301957435392.0,3288334336.0,268435456.0,8.889255113899708,25.376380421221256,0.05026906728744507,0.16188248991966248,13.732154853641987,113.83407283574343,2.2766814567148685,0.10116056710353946,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,512,128,512,2,0.0
waferagent_latency_safe,16.0,50,14.198934861308356,32714.345920454452,22.505621724961657,22.505621724961884,22.505621724961884,0.47419981243155007,0.4741998124316069,0.4741998124316069,0.03953229243156575,0.039532292431565974,0.039532292431565974,0.0,0.0,0.0,0.0,0.588,95.0,268435456.0,0.0,1.0,38400.0,25600.0,0.035232153599999996,0.0,0.1652622884864,0.0002147483648,0.004014183809024,3435973836800.0,3435973836800.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,68719.476736,0.0,cohort_stage,latency_p50_ms,3435973836800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.52102400000003,3301957435392.0,3288334336.0,268435456.0,9.046175517141819,25.612706318497658,0.05059875547885895,0.1522684469819069,13.605116866528988,113.17351274192333,2.2634702548384666,0.10057354924471938,0.0,0.0,0.0,0.0,0.0,,1,512,128,512,2,0.0
