state_id,policy,expected_saved_cost,materialization_cost,storage_cost,movement_cost,contention_cost,reason
S_analyst_14_view,inline,0.0,0.98,2.5088000000000004,5.017600000000001,1.2544000000000002,low fanout or low hotness
S_research_14_evidence,inline,0.0,1.088,2.78528,5.57056,1.39264,low fanout or low hotness
S_trade_14,inline,375.882,1.464,1.8739200000000003,3.7478400000000005,1.8739200000000003,low fanout or low hotness
S_risk_14,inline,0.0,1.072,2.74432,5.48864,1.37216,low fanout or low hotness
S_market_signal_15,inline,444.788,3.376,4.321280000000001,8.642560000000001,4.321280000000001,low fanout or low hotness
S_analyst_15_view,inline,0.0,0.932,2.38592,4.77184,1.19296,low fanout or low hotness
S_research_15_evidence,inline,0.0,0.908,2.3244800000000003,4.648960000000001,1.1622400000000002,low fanout or low hotness
S_trade_15,inline,540.202,2.104,2.6931200000000004,5.386240000000001,2.6931200000000004,low fanout or low hotness
S_risk_15,inline,0.0,1.012,2.59072,5.18144,1.29536,low fanout or low hotness
S_portfolio_decision,inline,0.0,0.876,2.24256,4.48512,0.0,low fanout or low hotness
