workflow,frontier_status,opportunity_taxonomy,consolidated_speedup_exponent,mode_switch_overhead,worker_count,criticality_threshold,flowmorph_latency,best_static_latency,best_static_oracle_latency,regret,winner,best_static_scheduler,best_static_oracle_scheduler,mode_switch_count,fixed_worker_pool_latency,always_parallel_latency,always_consolidated_latency,static_split_resource_latency
mapreduce,frontier_positive,frontier_only,0.2,0.5,16,2.0,13.238399533229064,14.25596269729035,14.25596269729035,-0.07137807426044229,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,16,2.0,29.60852927021197,30.7575743098132,30.7575743098132,-0.037358116346471015,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,16,2.0,16.61282877762797,18.983774089172258,18.983774089172258,-0.12489325359684922,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,18.983774089172258
iterative,weak,weak,0.2,0.5,16,2.0,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,16,2.0,22.14733261184403,23.367667012654987,23.367667012654987,-0.052223202262770774,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,16,2.0,28.48518588168924,33.946,33.946,-0.16086767567049898,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,37.95704739870581
software_dev,frontier_positive,frontier_only,0.2,0.5,16,2.0,29.99953887996334,32.43134095149148,32.43134095149148,-0.07498308735261539,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,32.43134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,4,0.8,15.091962697290349,15.878,15.878,-0.04950480556176162,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,25.202962134038035
debate,frontier_positive,frontier_and_phase,0.2,1.0,4,0.8,32.7215743098132,31.85,31.85,0.02736497048079123,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,60.25467758336378
reflection,frontier_positive,frontier_only,0.2,1.0,4,0.8,20.33977408917226,21.938,21.938,-0.07285194232964443,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,23.562583875176927
iterative,weak,weak,0.2,1.0,4,0.8,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,4,0.8,24.367667012654987,24.798000000000002,24.798000000000002,-0.01735353606520751,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,45.21359611234274
trading,frontier_positive,frontier_only,0.2,1.0,4,0.8,72.14504739870581,73.536,73.536,-0.018915260570253833,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,136.6817499404338
software_dev,frontier_positive,frontier_only,0.2,1.0,4,0.8,33.681340951491485,35.22,35.22,-0.04368708258116161,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,60.5274692905859
mapreduce,frontier_positive,frontier_only,0.2,1.0,4,1.5,15.091962697290349,15.878,15.878,-0.04950480556176162,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,31.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,1.0,4,1.5,32.7215743098132,31.85,31.85,0.02736497048079123,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,77.9555743098132
reflection,frontier_positive,frontier_only,0.2,1.0,4,1.5,20.33977408917226,21.938,21.938,-0.07285194232964443,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,27.49777408917226
iterative,weak,weak,0.2,1.0,4,1.5,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,4,1.5,24.367667012654987,24.798000000000002,24.798000000000002,-0.01735353606520751,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,64.48336970816243
trading,frontier_positive,frontier_only,0.2,1.0,4,1.5,72.14504739870581,73.536,73.536,-0.018915260570253833,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,157.87379740903935
software_dev,frontier_positive,frontier_only,0.2,1.0,4,1.5,33.681340951491485,35.22,35.22,-0.04368708258116161,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,67.31063714345936
mapreduce,frontier_positive,frontier_only,0.2,1.0,4,2.0,15.091962697290349,15.878,15.878,-0.04950480556176162,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,31.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,1.0,4,2.0,32.7215743098132,31.85,31.85,0.02736497048079123,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,77.9555743098132
reflection,frontier_positive,frontier_only,0.2,1.0,4,2.0,20.33977408917226,21.938,21.938,-0.07285194232964443,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,27.49777408917226
iterative,weak,weak,0.2,1.0,4,2.0,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,4,2.0,24.367667012654987,24.798000000000002,24.798000000000002,-0.01735353606520751,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,64.48336970816243
trading,frontier_positive,frontier_only,0.2,1.0,4,2.0,72.14504739870581,73.536,73.536,-0.018915260570253833,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,210.29436917287006
software_dev,frontier_positive,frontier_only,0.2,1.0,4,2.0,33.681340951491485,35.22,35.22,-0.04368708258116161,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,78.758744769249
mapreduce,frontier_positive,frontier_only,0.2,1.0,8,0.8,14.368345174930433,14.75596269729035,14.75596269729035,-0.02626853498559578,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,8,0.8,31.85923726784687,31.85,31.85,0.00029002410822198676,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,64.75089219744746,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,8,0.8,18.8819437770426,19.983774089172258,19.983774089172258,-0.055136247398165805,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,19.983774089172258
iterative,weak,weak,0.2,1.0,8,0.8,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,8,0.8,23.641498777770483,24.367667012654987,24.367667012654987,-0.029800482520849436,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,24.367667012654987
trading,frontier_positive,frontier_only,0.2,1.0,8,0.8,41.735081920721484,46.86800000000001,46.86800000000001,-0.10951860713660755,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,64.751741050162
software_dev,frontier_positive,frontier_only,0.2,1.0,8,0.8,32.24764430401754,33.93134095149148,33.93134095149148,-0.04962069285387105,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,33.93134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,8,1.5,14.368345174930433,14.75596269729035,14.75596269729035,-0.02626853498559578,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,8,1.5,31.85923726784687,31.85,31.85,0.00029002410822198676,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,64.75089219744746,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,8,1.5,18.8819437770426,19.983774089172258,19.983774089172258,-0.055136247398165805,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,19.983774089172258
iterative,weak,weak,0.2,1.0,8,1.5,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,8,1.5,23.641498777770483,24.367667012654987,24.367667012654987,-0.029800482520849436,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,24.367667012654987
trading,frontier_positive,frontier_only,0.2,1.0,8,1.5,41.735081920721484,46.86800000000001,46.86800000000001,-0.10951860713660755,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,67.25704739870581
software_dev,frontier_positive,frontier_only,0.2,1.0,8,1.5,32.24764430401754,33.93134095149148,33.93134095149148,-0.04962069285387105,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,33.93134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,8,2.0,14.368345174930433,14.75596269729035,14.75596269729035,-0.02626853498559578,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,8,2.0,31.85923726784687,31.85,31.85,0.00029002410822198676,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,64.75089219744746,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,8,2.0,18.8819437770426,19.983774089172258,19.983774089172258,-0.055136247398165805,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,19.983774089172258
iterative,weak,weak,0.2,1.0,8,2.0,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,8,2.0,23.641498777770483,24.367667012654987,24.367667012654987,-0.029800482520849436,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,24.367667012654987
trading,frontier_positive,frontier_only,0.2,1.0,8,2.0,44.10319439123181,46.86800000000001,46.86800000000001,-0.05899132902552273,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,65.5570473987058
software_dev,frontier_positive,frontier_only,0.2,1.0,8,2.0,32.24764430401754,33.93134095149148,33.93134095149148,-0.04962069285387105,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,33.93134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,16,0.8,13.738399533229064,14.75596269729035,14.75596269729035,-0.06895945625073596,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,16,0.8,31.10852927021197,31.85,31.85,-0.023280085707630516,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,56.3689256764145,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,16,0.8,17.61282877762797,19.983774089172258,19.983774089172258,-0.11864352053644,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,19.983774089172258
iterative,weak,weak,0.2,1.0,16,0.8,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,16,0.8,23.00933261184403,24.367667012654987,24.367667012654987,-0.05574330936587102,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,24.367667012654987
trading,frontier_positive,frontier_only,0.2,1.0,16,0.8,29.30318588168924,33.946,33.946,-0.13677058028370814,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,38.66704739870581
software_dev,frontier_positive,frontier_only,0.2,1.0,16,0.8,30.99953887996334,33.93134095149148,33.93134095149148,-0.08640395543811452,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,33.93134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,16,1.5,13.738399533229064,14.75596269729035,14.75596269729035,-0.06895945625073596,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,16,1.5,31.10852927021197,31.85,31.85,-0.023280085707630516,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,56.3689256764145,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,16,1.5,17.61282877762797,19.983774089172258,19.983774089172258,-0.11864352053644,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,19.983774089172258
iterative,weak,weak,0.2,1.0,16,1.5,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,1.0,16,1.5,23.00933261184403,24.367667012654987,24.367667012654987,-0.05574330936587102,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,24.367667012654987
trading,frontier_positive,frontier_only,0.2,1.0,16,1.5,29.30318588168924,33.946,33.946,-0.13677058028370814,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,38.95704739870581
software_dev,frontier_positive,frontier_only,0.2,1.0,16,1.5,30.99953887996334,33.93134095149148,33.93134095149148,-0.08640395543811452,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,33.93134095149148
mapreduce,frontier_positive,frontier_only,0.2,1.0,16,2.0,13.738399533229064,14.75596269729035,14.75596269729035,-0.06895945625073596,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,1.0,16,2.0,31.10852927021197,31.85,31.85,-0.023280085707630516,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,56.3689256764145,32.2575743098132
reflection,frontier_positive,frontier_only,0.2,1.0,16,2.0,17.61282877762797,19.983774089172258,19.983774089172258,-0.11864352053644,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,19.983774089172258
