workflow,frontier_status,opportunity_taxonomy,consolidated_speedup_exponent,mode_switch_overhead,worker_count,criticality_threshold,flowmorph_latency,best_static_latency,best_static_oracle_latency,regret,winner,best_static_scheduler,best_static_oracle_scheduler,mode_switch_count,fixed_worker_pool_latency,always_parallel_latency,always_consolidated_latency,static_split_resource_latency
parallel_chains,frontier_positive,frontier_only,0.35,1.0,4,0.8,23.31446547378954,24.798000000000002,24.798000000000002,-0.059824765150837234,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,39.28197415176144
trading,frontier_positive,frontier_only,0.35,1.0,4,0.8,70.15247318224111,73.536,73.536,-0.04601184206047226,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,114.58728339651265
software_dev,frontier_positive,frontier_only,0.35,1.0,4,0.8,31.601972228311304,35.22,35.22,-0.10272651254084886,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,51.882167277418546
mapreduce,frontier_positive,frontier_only,0.35,1.0,4,1.5,14.042460596416051,15.878,15.878,-0.11560268318326927,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,30.764460596416058
debate,frontier_positive,frontier_and_phase,0.35,1.0,4,1.5,31.47087969665091,31.85,31.85,-0.01190330622760094,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,76.7048796966509
reflection,frontier_positive,frontier_only,0.35,1.0,4,1.5,18.225402991152727,21.652136797497043,21.652136797497043,-0.15826307760721525,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,25.383402991152728
iterative,weak,weak,0.35,1.0,4,1.5,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,4,1.5,23.31446547378954,24.798000000000002,24.798000000000002,-0.059824765150837234,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,60.95495958106361
trading,frontier_positive,frontier_only,0.35,1.0,4,1.5,70.15247318224111,73.536,73.536,-0.04601184206047226,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,141.79888562102764
software_dev,frontier_positive,frontier_only,0.35,1.0,4,1.5,31.601972228311304,35.22,35.22,-0.10272651254084886,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,62.319810721243144
mapreduce,frontier_positive,frontier_only,0.35,1.0,4,2.0,14.042460596416051,15.878,15.878,-0.11560268318326927,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,30.764460596416058
debate,frontier_positive,frontier_and_phase,0.35,1.0,4,2.0,31.47087969665091,31.85,31.85,-0.01190330622760094,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,76.7048796966509
reflection,frontier_positive,frontier_only,0.35,1.0,4,2.0,18.225402991152727,21.652136797497043,21.652136797497043,-0.15826307760721525,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,25.383402991152728
iterative,weak,weak,0.35,1.0,4,2.0,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,4,2.0,23.31446547378954,24.798000000000002,24.798000000000002,-0.059824765150837234,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,60.95495958106361
trading,frontier_positive,frontier_only,0.35,1.0,4,2.0,70.15247318224111,73.536,73.536,-0.04601184206047226,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,206.47626459384878
software_dev,frontier_positive,frontier_only,0.35,1.0,4,2.0,31.601972228311304,35.22,35.22,-0.10272651254084886,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,74.59886903427599
mapreduce,frontier_positive,frontier_only,0.35,1.0,8,0.8,13.06437318107483,13.706460596416052,13.706460596416052,-0.04684560327041065,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,8,0.8,30.305290165624697,31.006879696650913,31.006879696650913,-0.02262689886535063,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,47.40042753300003,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,8,0.8,16.254906923911605,16.987922216801262,16.987922216801262,-0.04314920232944652,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,17.86940299115273
iterative,weak,weak,0.35,1.0,8,0.8,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,8,0.8,22.332930353350857,23.31446547378954,23.31446547378954,-0.04209983375094484,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,36.590634076002075,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,8,0.8,38.028944599790236,46.86800000000001,46.86800000000001,-0.18859467867649082,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,58.67449312263297
software_dev,frontier_positive,frontier_only,0.35,1.0,8,0.8,29.66409675545385,30.8519722283113,30.8519722283113,-0.038502416120010485,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,30.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,1.0,8,1.5,13.06437318107483,13.706460596416052,13.706460596416052,-0.04684560327041065,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,8,1.5,30.305290165624697,31.006879696650913,31.006879696650913,-0.02262689886535063,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,47.40042753300003,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,8,1.5,16.254906923911605,16.987922216801262,16.987922216801262,-0.04314920232944652,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,17.86940299115273
iterative,weak,weak,0.35,1.0,8,1.5,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,8,1.5,22.332930353350857,23.31446547378954,23.31446547378954,-0.04209983375094484,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,36.590634076002075,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,8,1.5,38.028944599790236,46.86800000000001,46.86800000000001,-0.18859467867649082,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,66.2824731822411
software_dev,frontier_positive,frontier_only,0.35,1.0,8,1.5,29.66409675545385,30.8519722283113,30.8519722283113,-0.038502416120010485,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,30.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,1.0,8,2.0,13.06437318107483,13.706460596416052,13.706460596416052,-0.04684560327041065,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,8,2.0,30.305290165624697,31.006879696650913,31.006879696650913,-0.02262689886535063,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,47.40042753300003,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,8,2.0,16.254906923911605,16.987922216801262,16.987922216801262,-0.04314920232944652,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,17.86940299115273
iterative,weak,weak,0.35,1.0,8,2.0,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,8,2.0,22.332930353350857,23.31446547378954,23.31446547378954,-0.04209983375094484,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,36.590634076002075,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,8,2.0,41.62748617513177,46.86800000000001,46.86800000000001,-0.1118143258698523,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,63.5644731822411
software_dev,frontier_positive,frontier_only,0.35,1.0,8,2.0,29.66409675545385,31.8519722283113,31.8519722283113,-0.06868885408963088,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,31.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,1.0,16,0.8,12.296981348645174,13.706460596416052,13.706460596416052,-0.10283320320779443,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,16,0.8,29.3907871549066,31.006879696650913,31.006879696650913,-0.052120450608219904,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,37.18962167589913,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,16,0.8,14.708887044586128,13.328453627609186,13.328453627609186,0.10357041075773776,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,17.86940299115273
iterative,weak,weak,0.35,1.0,16,0.8,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,16,0.8,21.562833506327493,23.31446547378954,23.31446547378954,-0.0751306938360331,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,28.708429627990192,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,16,0.8,26.566523699352906,33.946,33.946,-0.2173886849893093,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,35.004933424772396
software_dev,frontier_positive,frontier_only,0.35,1.0,16,0.8,28.143670475745743,30.8519722283113,30.8519722283113,-0.08778374790835208,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,30.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,1.0,16,1.5,12.296981348645174,13.706460596416052,13.706460596416052,-0.10283320320779443,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,16,1.5,29.3907871549066,31.006879696650913,31.006879696650913,-0.052120450608219904,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,37.18962167589913,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,16,1.5,14.708887044586128,13.328453627609186,13.328453627609186,0.10357041075773776,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,17.86940299115273
iterative,weak,weak,0.35,1.0,16,1.5,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,16,1.5,21.562833506327493,23.31446547378954,23.31446547378954,-0.0751306938360331,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,28.708429627990192,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,16,1.5,26.566523699352906,33.946,33.946,-0.2173886849893093,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,36.96447318224111
software_dev,frontier_positive,frontier_only,0.35,1.0,16,1.5,28.143670475745743,30.8519722283113,30.8519722283113,-0.08778374790835208,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,30.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,1.0,16,2.0,12.296981348645174,13.706460596416052,13.706460596416052,-0.10283320320779443,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,13.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,1.0,16,2.0,29.3907871549066,31.006879696650913,31.006879696650913,-0.052120450608219904,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,37.18962167589913,31.006879696650913
reflection,frontier_positive,frontier_only,0.35,1.0,16,2.0,14.708887044586128,13.328453627609186,13.328453627609186,0.10357041075773776,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,17.86940299115273
iterative,weak,weak,0.35,1.0,16,2.0,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,1.0,16,2.0,21.562833506327493,23.31446547378954,23.31446547378954,-0.0751306938360331,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,28.708429627990192,23.31446547378954
trading,frontier_positive,frontier_only,0.35,1.0,16,2.0,26.566523699352906,33.946,33.946,-0.2173886849893093,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,36.96447318224111
software_dev,frontier_positive,frontier_only,0.35,1.0,16,2.0,28.143670475745743,31.8519722283113,31.8519722283113,-0.11642298712258292,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,31.8519722283113
mapreduce,frontier_positive,frontier_only,0.35,2.0,4,0.8,15.042460596416051,15.878,15.878,-0.052622458973671016,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,21.658913992291623
debate,frontier_positive,frontier_and_phase,0.35,2.0,4,0.8,34.47087969665091,31.85,31.85,0.08228821653535046,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,52.505249069690876
reflection,frontier_positive,frontier_only,0.35,2.0,4,0.8,20.225402991152727,21.51426042424478,21.51426042424478,-0.059907122423767833,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,21.652136797497043,21.51426042424478
iterative,weak,weak,0.35,2.0,4,0.8,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,4,0.8,25.31446547378954,24.798000000000002,24.798000000000002,0.020826900306054386,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,44.28197415176144
trading,frontier_positive,frontier_only,0.35,2.0,4,0.8,72.15247318224111,73.536,73.536,-0.018814278962125952,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,133.58728339651265
software_dev,frontier_positive,frontier_only,0.35,2.0,4,0.8,34.421972228311304,35.22,35.22,-0.022658369440337722,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,59.882167277418546
mapreduce,frontier_positive,frontier_only,0.35,2.0,4,1.5,15.042460596416051,15.878,15.878,-0.052622458973671016,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,32.76446059641606
debate,frontier_positive,frontier_and_phase,0.35,2.0,4,1.5,34.47087969665091,31.85,31.85,0.08228821653535046,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,81.7048796966509
reflection,frontier_positive,frontier_only,0.35,2.0,4,1.5,20.225402991152727,21.652136797497043,21.652136797497043,-0.0658934413581409,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,28.383402991152728
iterative,weak,weak,0.35,2.0,4,1.5,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,4,1.5,25.31446547378954,24.798000000000002,24.798000000000002,0.020826900306054386,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,63.95495958106361
trading,frontier_positive,frontier_only,0.35,2.0,4,1.5,72.15247318224111,73.536,73.536,-0.018814278962125952,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,157.79888562102764
software_dev,frontier_positive,frontier_only,0.35,2.0,4,1.5,34.421972228311304,35.22,35.22,-0.022658369440337722,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,68.31981072124314
mapreduce,frontier_positive,frontier_only,0.35,2.0,4,2.0,15.042460596416051,15.878,15.878,-0.052622458973671016,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,24.685676631978914,32.76446059641606
debate,frontier_positive,frontier_and_phase,0.35,2.0,4,2.0,34.47087969665091,31.85,31.85,0.08228821653535046,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,60.41471865166174,81.7048796966509
reflection,frontier_positive,frontier_only,0.35,2.0,4,2.0,20.225402991152727,21.652136797497043,21.652136797497043,-0.0658934413581409,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,21.652136797497043,28.383402991152728
iterative,weak,weak,0.35,2.0,4,2.0,91.688,56.44058448538435,56.44058448538435,0.624504792712471,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,56.44058448538435,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,4,2.0,25.31446547378954,24.798000000000002,24.798000000000002,0.020826900306054386,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,46.63698152191878,63.95495958106361
trading,frontier_positive,frontier_only,0.35,2.0,4,2.0,72.15247318224111,73.536,73.536,-0.018814278962125952,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,139.02205829932132,211.47626459384878
software_dev,frontier_positive,frontier_only,0.35,2.0,4,2.0,34.421972228311304,35.22,35.22,-0.022658369440337722,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,58.3390091707622,79.59886903427599
mapreduce,frontier_positive,frontier_only,0.35,2.0,8,0.8,14.06437318107483,14.706460596416052,14.706460596416052,-0.04366022749877008,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,8,0.8,33.3052901656247,31.85,31.85,0.04569199892071252,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,8,0.8,18.254906923911605,16.987922216801262,16.987922216801262,0.07458149919342572,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,19.86940299115273
iterative,weak,weak,0.35,2.0,8,0.8,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,8,0.8,24.332930353350857,24.798000000000002,24.798000000000002,-0.018754320777850775,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,8,0.8,40.028944599790236,46.86800000000001,46.86800000000001,-0.1459216395026408,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,62.894855740681415
software_dev,frontier_positive,frontier_only,0.35,2.0,8,0.8,32.48409675545385,34.851972228311304,34.851972228311304,-0.06794093193193695,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,2.0,8,1.5,14.06437318107483,14.706460596416052,14.706460596416052,-0.04366022749877008,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,8,1.5,33.3052901656247,31.85,31.85,0.04569199892071252,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,8,1.5,18.254906923911605,16.987922216801262,16.987922216801262,0.07458149919342572,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,19.86940299115273
iterative,weak,weak,0.35,2.0,8,1.5,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,8,1.5,24.332930353350857,24.798000000000002,24.798000000000002,-0.018754320777850775,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,8,1.5,40.028944599790236,46.86800000000001,46.86800000000001,-0.1459216395026408,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,69.2644731822411
software_dev,frontier_positive,frontier_only,0.35,2.0,8,1.5,32.48409675545385,34.851972228311304,34.851972228311304,-0.06794093193193695,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,2.0,8,2.0,14.06437318107483,14.706460596416052,14.706460596416052,-0.04366022749877008,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,19.36798933127208,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,8,2.0,33.3052901656247,31.85,31.85,0.04569199892071252,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,47.40042753300003,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,8,2.0,18.254906923911605,16.987922216801262,16.987922216801262,0.07458149919342572,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,16.987922216801262,19.86940299115273
iterative,weak,weak,0.35,2.0,8,2.0,91.688,44.282385063230635,44.282385063230635,1.0705298476827543,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,44.282385063230635,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,8,2.0,24.332930353350857,24.798000000000002,24.798000000000002,-0.018754320777850775,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,36.590634076002075,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,8,2.0,43.62748617513177,46.86800000000001,46.86800000000001,-0.06914128669600228,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,109.0744961985225,65.5644731822411
software_dev,frontier_positive,frontier_only,0.35,2.0,8,2.0,32.48409675545385,34.851972228311304,34.851972228311304,-0.06794093193193695,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,45.77185888243274,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,2.0,16,0.8,13.296981348645174,14.706460596416052,14.706460596416052,-0.09584082033404873,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,16,0.8,32.3907871549066,31.85,31.85,0.016979188537098677,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,16,0.8,16.708887044586128,13.328453627609186,13.328453627609186,0.2536253275454665,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,19.86940299115273
iterative,weak,weak,0.35,2.0,16,0.8,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,16,0.8,23.562833506327493,24.798000000000002,24.798000000000002,-0.04980911741561855,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,16,0.8,28.566523699352906,33.946,33.946,-0.15847158135412398,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,38.67447318224111
software_dev,frontier_positive,frontier_only,0.35,2.0,16,0.8,30.96367047574574,34.851972228311304,34.851972228311304,-0.11156618991584588,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,2.0,16,1.5,13.296981348645174,14.706460596416052,14.706460596416052,-0.09584082033404873,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,16,1.5,32.3907871549066,31.85,31.85,0.016979188537098677,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,16,1.5,16.708887044586128,13.328453627609186,13.328453627609186,0.2536253275454665,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,19.86940299115273
iterative,weak,weak,0.35,2.0,16,1.5,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
parallel_chains,frontier_positive,frontier_only,0.35,2.0,16,1.5,23.562833506327493,24.798000000000002,24.798000000000002,-0.04980911741561855,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,28.708429627990192,25.31446547378954
trading,frontier_positive,frontier_only,0.35,2.0,16,1.5,28.566523699352906,33.946,33.946,-0.15847158135412398,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,85.57811520346033,38.96447318224111
software_dev,frontier_positive,frontier_only,0.35,2.0,16,1.5,30.96367047574574,34.851972228311304,34.851972228311304,-0.11156618991584588,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,35.91187261033086,34.851972228311304
mapreduce,frontier_positive,frontier_only,0.35,2.0,16,2.0,13.296981348645174,14.706460596416052,14.706460596416052,-0.09584082033404873,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,15.195816437549995,14.706460596416052
debate,frontier_positive,frontier_and_phase,0.35,2.0,16,2.0,32.3907871549066,31.85,31.85,0.016979188537098677,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,37.18962167589913,34.00687969665091
reflection,frontier_positive,frontier_only,0.35,2.0,16,2.0,16.708887044586128,13.328453627609186,13.328453627609186,0.2536253275454665,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,13.328453627609186,19.86940299115273
iterative,weak,weak,0.35,2.0,16,2.0,91.688,34.743255137551344,34.743255137551344,1.6390158215457888,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,34.743255137551344,56.44058448538435
