kv_storage_precision,state_precision,num_shards,query_tile_size,reduction_topology,max_abs_error,mean_abs_error,relative_error,cosine_similarity,nan_or_inf_count,passes_fp32_gate
bf16,fp32,4,8,ring_reduce,8.940696716308594e-08,1.5346586224040948e-08,2.0290882224104196e-07,1.0000000264091284,0,True
bf16,fp32,4,8,binary_tree_reduce,7.450580596923828e-08,1.4652528079750482e-08,1.9841289307061555e-07,1.0000000264091284,0,True
bf16,fp32,4,16,ring_reduce,8.940696716308594e-08,1.5873510506025923e-08,2.0766048808296205e-07,1.000000005962776,0,True
bf16,fp32,4,16,binary_tree_reduce,7.450580596923828e-08,1.5418308407788572e-08,1.9788962883795414e-07,0.9999999284256296,0,True
bf16,fp32,8,1,ring_reduce,4.470348358154297e-08,1.2812961358577013e-08,1.649418745750862e-07,1.0000000760755028,0,True
bf16,fp32,8,1,binary_tree_reduce,2.9802322387695312e-08,1.1874362826347351e-08,1.5454830578029327e-07,0.9999999870003246,0,True
bf16,fp32,8,2,ring_reduce,6.146728992462158e-08,1.4658326108474284e-08,1.94254846176432e-07,0.9999999514512399,0,True
bf16,fp32,8,2,binary_tree_reduce,7.82310962677002e-08,1.302942109759897e-08,1.880402596439467e-07,0.9999999387139364,0,True
bf16,fp32,8,4,ring_reduce,4.470348358154297e-08,1.2219516065670177e-08,1.5190092343879704e-07,0.999999930780429,0,True
bf16,fp32,8,4,binary_tree_reduce,4.563480615615845e-08,1.2888904166175053e-08,1.5142233507061355e-07,0.999999930780429,0,True
bf16,fp32,8,8,ring_reduce,4.470348358154297e-08,1.1800523225247161e-08,1.634949902578307e-07,0.9999999266712096,0,True
bf16,fp32,8,8,binary_tree_reduce,4.470348358154297e-08,1.2173728691777796e-08,1.6636049809171672e-07,0.9999998478996299,0,True
bf16,fp32,8,16,ring_reduce,7.450580596923828e-08,1.402062821398431e-08,1.657511376582868e-07,1.0000000104820486,0,True
bf16,fp32,8,16,binary_tree_reduce,7.171183824539185e-08,1.3861239267498604e-08,1.623269431076962e-07,1.0000000104820486,0,True
bf16,fp32,16,1,ring_reduce,4.0978193283081055e-08,1.2631062418222427e-08,1.9821278271932172e-07,1.0000000195231178,0,True
bf16,fp32,16,1,binary_tree_reduce,4.470348358154297e-08,1.1394149623811245e-08,1.9234203817048827e-07,1.0000000195231178,0,True
bf16,fp32,16,2,ring_reduce,4.470348358154297e-08,1.4595570974051952e-08,1.6983573280158687e-07,0.999999990630358,0,True
bf16,fp32,16,2,binary_tree_reduce,4.6566128730773926e-08,1.5155819710344076e-08,1.7710542108031597e-07,0.9999999132461853,0,True
bf16,fp32,16,4,ring_reduce,6.705522537231445e-08,1.420994522050023e-08,2.0848041411351598e-07,1.0000000132782247,0,True
bf16,fp32,16,4,binary_tree_reduce,7.450580596923828e-08,1.2860255083069205e-08,2.0170494887999446e-07,1.0000000132782247,0,True
bf16,fp32,16,8,ring_reduce,5.960464477539063e-08,1.2515648961652914e-08,1.605245221612886e-07,1.0000000656445267,0,True
bf16,fp32,16,8,binary_tree_reduce,5.960464477539063e-08,1.1130332211450877e-08,1.462175112244627e-07,1.0000000656445267,0,True
bf16,fp32,16,16,ring_reduce,1.1920928955078125e-07,1.4555141092387203e-08,1.891108940348425e-07,0.9999999812628566,0,True
bf16,fp32,16,16,binary_tree_reduce,1.4901161193847656e-07,1.4100194789534726e-08,1.8233395616413222e-07,0.9999999812628566,0,True
bf16,fp32,32,1,ring_reduce,5.960464477539063e-08,1.701118890196085e-08,1.9317316208931548e-07,0.9999999988326624,0,True
bf16,fp32,32,1,binary_tree_reduce,5.960464477539063e-08,1.7680577002465725e-08,1.929085061198761e-07,0.9999999988326624,0,True
bf16,fp32,32,2,ring_reduce,5.960464477539063e-08,1.6618287190794945e-08,2.1715622186666537e-07,0.9999999320191614,0,True
bf16,fp32,32,2,binary_tree_reduce,4.470348358154297e-08,1.5512341633439064e-08,1.9329705686173276e-07,1.000000006273669,0,True
bf16,fp32,32,4,ring_reduce,1.1920928955078125e-07,1.557964424137026e-08,1.8128061053600886e-07,1.0000000853498783,0,True
bf16,fp32,32,4,binary_tree_reduce,1.1920928955078125e-07,1.4888428268022835e-08,1.7028710850524381e-07,1.0000000853498783,0,True
bf16,fp32,32,8,ring_reduce,7.450580596923828e-08,1.5448989643118693e-08,1.8480616302994505e-07,1.0000000269720997,0,True
bf16,fp32,32,8,binary_tree_reduce,1.1920928955078125e-07,1.4434533568419283e-08,1.8986934301408358e-07,0.9999999487277781,0,True
bf16,fp32,32,16,ring_reduce,8.940696716308594e-08,1.450752051823656e-08,1.9310108909291124e-07,0.9999999582915204,0,True
bf16,fp32,32,16,binary_tree_reduce,8.940696716308594e-08,1.3890200989408186e-08,1.8026897358444531e-07,1.0000000609316144,0,True
bf16,bf16,1,1,ring_reduce,0.0004773437976837158,0.00010161739191971719,0.0015154341646361888,0.9999991039521152,0,False
bf16,bf16,1,1,binary_tree_reduce,0.0004773437976837158,0.00010161739191971719,0.0015154341646361888,0.9999991039521152,0,False
bf16,bf16,1,2,ring_reduce,0.0010154545307159424,0.00019617564976215363,0.0026801562847120868,0.9999967395364625,0,False
bf16,bf16,1,2,binary_tree_reduce,0.0010154545307159424,0.00019617564976215363,0.0026801562847120868,0.9999967395364625,0,False
bf16,bf16,1,4,ring_reduce,0.0005809813737869263,0.00013351318193599582,0.002167541132849678,0.9999976791725816,0,False
bf16,bf16,1,4,binary_tree_reduce,0.0005809813737869263,0.00013351318193599582,0.002167541132849678,0.9999976791725816,0,False
bf16,bf16,1,8,ring_reduce,0.001254439353942871,0.00018358624947723,0.002147124442142129,0.9999976079932045,0,False
bf16,bf16,1,8,binary_tree_reduce,0.001254439353942871,0.00018358624947723,0.002147124442142129,0.9999976079932045,0,False
bf16,bf16,1,16,ring_reduce,0.001259446144104004,0.00015140511095523834,0.0022962832071488533,0.999997473695681,0,False
bf16,bf16,1,16,binary_tree_reduce,0.001259446144104004,0.00015140511095523834,0.0022962832071488533,0.999997473695681,0,False
bf16,bf16,2,1,ring_reduce,0.001988917589187622,0.00028955016750842333,0.0036088318224037556,0.9999940131923467,0,False
bf16,bf16,2,1,binary_tree_reduce,0.001988917589187622,0.00028955016750842333,0.0036088318224037556,0.9999940131923467,0,False
bf16,bf16,2,2,ring_reduce,0.0014144331216812134,0.0003629179554991424,0.00452669066646031,0.9999906155413936,0,False
bf16,bf16,2,2,binary_tree_reduce,0.0014144331216812134,0.0003629179554991424,0.00452669066646031,0.9999906155413936,0,False
bf16,bf16,2,4,ring_reduce,0.001657530665397644,0.000321927887853235,0.005311592481341752,0.9999860284275301,0,False
bf16,bf16,2,4,binary_tree_reduce,0.001657530665397644,0.000321927887853235,0.005311592481341752,0.9999860284275301,0,False
bf16,bf16,2,8,ring_reduce,0.0018863379955291748,0.00028386357007548213,0.0035585057383814415,0.9999946121725927,0,False
bf16,bf16,2,8,binary_tree_reduce,0.0018863379955291748,0.00028386357007548213,0.0035585057383814415,0.9999946121725927,0,False
bf16,bf16,2,16,ring_reduce,0.0033513307571411133,0.0003122788039036095,0.004722598283752164,0.9999903990960547,0,False
bf16,bf16,2,16,binary_tree_reduce,0.0033513307571411133,0.0003122788039036095,0.004722598283752164,0.9999903990960547,0,False
bf16,bf16,4,1,ring_reduce,0.0015128254890441895,0.0005850732559338212,0.006781947476222803,0.9999879457001832,0,False
bf16,bf16,4,1,binary_tree_reduce,0.00129043310880661,0.0003866458428092301,0.005040576278729308,0.9999877989655562,0,False
bf16,bf16,4,2,ring_reduce,0.0014332979917526245,0.00034570280695334077,0.006259251014657722,0.9999819799322833,0,False
bf16,bf16,4,2,binary_tree_reduce,0.0011131279170513153,0.0003411063808016479,0.0060561422213938395,0.9999830219541721,0,False
bf16,bf16,4,4,ring_reduce,0.0015818774700164795,0.0003135970910079777,0.004627108180369219,0.9999928271343879,0,False
bf16,bf16,4,4,binary_tree_reduce,0.0015831738710403442,0.0003159278421662748,0.004785333784530247,0.9999922136963298,0,False
bf16,bf16,4,8,ring_reduce,0.0019701551645994186,0.0003872716915793717,0.005519867124712275,0.9999848205288061,0,False
bf16,bf16,4,8,binary_tree_reduce,0.0013578981161117554,0.0003799044352490455,0.005394258201634819,0.9999855442202372,0,False
bf16,bf16,4,16,ring_reduce,0.001674264669418335,0.00033955127582885325,0.004667678721231218,0.9999892557579907,0,False
bf16,bf16,4,16,binary_tree_reduce,0.0017508268356323242,0.00031430486706085503,0.004249593468967331,0.9999911768982144,0,False
bf16,bf16,8,1,ring_reduce,0.0016042143106460571,0.00048272308777086437,0.0072078253025057906,0.9999869756427888,0,False
bf16,bf16,8,1,binary_tree_reduce,0.0011392980813980103,0.0003156906459480524,0.004405388963497512,0.9999933447815951,0,False
bf16,bf16,8,2,ring_reduce,0.0021518319845199585,0.0005662365001626313,0.006513494601659753,0.9999791949500012,0,False
bf16,bf16,8,2,binary_tree_reduce,0.0018079429864883423,0.0005352718289941549,0.0061096735627960445,0.9999813683889126,0,False
bf16,bf16,8,4,ring_reduce,0.0019511878490447998,0.0004272318910807371,0.006548522782746078,0.9999785018186977,0,False
bf16,bf16,8,4,binary_tree_reduce,0.0019511878490447998,0.00046121777268126607,0.006829865058742936,0.9999786643075297,0,False
bf16,bf16,8,8,ring_reduce,0.0025394707918167114,0.00045720150228589773,0.005558667258799546,0.9999846007643164,0,False
bf16,bf16,8,8,binary_tree_reduce,0.0023838281631469727,0.00043345632730051875,0.005167018329446601,0.9999865348450351,0,False
bf16,bf16,8,16,ring_reduce,0.0033178627490997314,0.00042484261211939156,0.0068704430322976085,0.9999779686159181,0,False
bf16,bf16,8,16,binary_tree_reduce,0.002944767475128174,0.0003807510365732014,0.006173390771440592,0.999981167130062,0,False
bf16,bf16,16,1,ring_reduce,0.0023894459009170532,0.0006678043864667416,0.007357125161311687,0.9999729252080272,0,False
bf16,bf16,16,1,binary_tree_reduce,0.0019726157188415527,0.0005770544521510601,0.006305043360951286,0.9999815652827095,0,False
bf16,bf16,16,2,ring_reduce,0.0021016746759414673,0.0006142857600934803,0.008032641356522496,0.9999712752904595,0,False
bf16,bf16,16,2,binary_tree_reduce,0.0014745816588401794,0.00044355037971399724,0.005556552801671417,0.9999847379007443,0,False
bf16,bf16,16,4,ring_reduce,0.0020127445459365845,0.0004092358867637813,0.006801453082528899,0.9999780264263787,0,False
bf16,bf16,16,4,binary_tree_reduce,0.0018621087074279785,0.0003956862783525139,0.00611622015103007,0.9999819089355586,0,False
bf16,bf16,16,8,ring_reduce,0.0041682422161102295,0.000661136582493782,0.010068986935066323,0.9999561644269463,0,False
bf16,bf16,16,8,binary_tree_reduce,0.002521604299545288,0.0004026641836389899,0.005720012245212355,0.9999839228881482,0,False
bf16,bf16,16,16,ring_reduce,0.002504691481590271,0.0005187212955206633,0.007273135090112099,0.9999738237427235,0,False
bf16,bf16,16,16,binary_tree_reduce,0.0021134912967681885,0.0004033093573525548,0.005603297534803708,0.9999843118595334,0,False
bf16,bf16,32,1,ring_reduce,0.003698870539665222,0.0007870064000599086,0.012341441809512828,0.9999247873391294,0,False
bf16,bf16,32,1,binary_tree_reduce,0.0014194250106811523,0.0004855280858464539,0.006273715761532827,0.9999824066190548,0,False
bf16,bf16,32,2,ring_reduce,0.001842297613620758,0.0004846088122576475,0.005985061236001755,0.999982009060936,0,False
bf16,bf16,32,2,binary_tree_reduce,0.0032533258199691772,0.0006789540639147162,0.008746013064573639,0.9999822066988565,0,False
bf16,bf16,32,4,ring_reduce,0.003345012664794922,0.0006686171400360763,0.009115003737891796,0.9999585853413901,0,False
bf16,bf16,32,4,binary_tree_reduce,0.002498239278793335,0.0004989125882275403,0.007166947348330383,0.9999755843552874,0,False
bf16,bf16,32,8,ring_reduce,0.004303961992263794,0.00073777767829597,0.010483458657783268,0.9999451861415949,0,False
bf16,bf16,32,8,binary_tree_reduce,0.0027113258838653564,0.00043423843453638256,0.005821078190986354,0.9999834821437142,0,False
bf16,bf16,32,16,ring_reduce,0.003989040851593018,0.0005903307464905083,0.00854603081831129,0.9999638690056948,0,False
bf16,bf16,32,16,binary_tree_reduce,0.002086848020553589,0.0004130945890210569,0.005735701121923271,0.9999839031992986,0,False
bf16,fp16,1,1,ring_reduce,7.700920104980469e-05,2.008679075515829e-05,0.00030725201068495465,0.9999999782393014,0,False
bf16,fp16,1,1,binary_tree_reduce,7.700920104980469e-05,2.008679075515829e-05,0.00030725201068495465,0.9999999782393014,0,False
bf16,fp16,1,2,ring_reduce,7.940828800201416e-05,1.4771087080589496e-05,0.00023499441027426948,0.9999999874349114,0,False
bf16,fp16,1,2,binary_tree_reduce,7.940828800201416e-05,1.4771087080589496e-05,0.00023499441027426948,0.9999999874349114,0,False
bf16,fp16,1,4,ring_reduce,9.743869304656982e-05,1.3702137948712334e-05,0.0002798591566127132,1.0000000007335972,0,False
bf16,fp16,1,4,binary_tree_reduce,9.743869304656982e-05,1.3702137948712334e-05,0.0002798591566127132,1.0000000007335972,0,False
bf16,fp16,1,8,ring_reduce,0.00011067092418670654,1.683937807683833e-05,0.00028645238078777536,0.9999998599874509,0,False
bf16,fp16,1,8,binary_tree_reduce,0.00011067092418670654,1.683937807683833e-05,0.00028645238078777536,0.9999998599874509,0,False
bf16,fp16,1,16,ring_reduce,8.99285078048706e-05,1.5542684195679612e-05,0.0002579531747739148,0.9999999539093862,0,False
bf16,fp16,1,16,binary_tree_reduce,8.99285078048706e-05,1.5542684195679612e-05,0.0002579531747739148,0.9999999539093862,0,False
bf16,fp16,2,1,ring_reduce,8.493661880493164e-05,1.728004644974135e-05,0.00025870417137436816,1.0000000086556178,0,False
bf16,fp16,2,1,binary_tree_reduce,8.493661880493164e-05,1.728004644974135e-05,0.00025870417137436816,1.0000000086556178,0,False
bf16,fp16,2,2,ring_reduce,0.00010818243026733398,3.737518272828311e-05,0.0003883011587440887,0.9999998802189091,0,False
bf16,fp16,2,2,binary_tree_reduce,0.00010818243026733398,3.737518272828311e-05,0.0003883011587440887,0.9999998802189091,0,False
bf16,fp16,2,4,ring_reduce,0.0003878772258758545,3.758566890610382e-05,0.0005918892497153205,0.9999998509735777,0,False
bf16,fp16,2,4,binary_tree_reduce,0.0003878772258758545,3.758566890610382e-05,0.0005918892497153205,0.9999998509735777,0,False
bf16,fp16,2,8,ring_reduce,0.0002518072724342346,4.879423067905009e-05,0.0007358538654064378,0.9999996688524225,0,False
bf16,fp16,2,8,binary_tree_reduce,0.0002518072724342346,4.879423067905009e-05,0.0007358538654064378,0.9999996688524225,0,False
bf16,fp16,2,16,ring_reduce,0.0002962350845336914,4.1331924876431e-05,0.0005997510552903779,0.9999998956336019,0,False
bf16,fp16,2,16,binary_tree_reduce,0.0002962350845336914,4.1331924876431e-05,0.0005997510552903779,0.9999998956336019,0,False
bf16,fp16,4,1,ring_reduce,0.00013794004917144775,4.086085027665831e-05,0.0007179572958166709,0.9999998881504605,0,False
bf16,fp16,4,1,binary_tree_reduce,0.00011255592107772827,3.4236501960549504e-05,0.0006030696381231946,0.9999999825311126,0,False
bf16,fp16,4,2,ring_reduce,0.0003712475299835205,5.5824122682679445e-05,0.0006719733828694139,0.9999998261759618,0,False
bf16,fp16,4,2,binary_tree_reduce,0.00016134977340698242,5.14036109962035e-05,0.000557227717917425,0.9999999095443673,0,False
bf16,fp16,4,4,ring_reduce,0.000304490327835083,6.207023398019373e-05,0.0008627165687429485,0.9999998660118633,0,False
bf16,fp16,4,4,binary_tree_reduce,0.0002426356077194214,5.871606117580086e-05,0.0008127838851396023,0.9999997299771018,0,False
bf16,fp16,4,8,ring_reduce,0.00033041834831237793,4.539267683867365e-05,0.0007082614292338578,0.9999997557767341,0,False
bf16,fp16,4,8,binary_tree_reduce,0.0002618730068206787,4.216685920255259e-05,0.0006243078397046596,0.9999998172665951,0,False
bf16,fp16,4,16,ring_reduce,0.0001961439847946167,4.306399205233902e-05,0.0005370095403396422,0.9999998264645996,0,False
bf16,fp16,4,16,binary_tree_reduce,0.00024180114269256592,4.8657224397175014e-05,0.0006093620316942501,0.9999997774423495,0,False
bf16,fp16,8,1,ring_reduce,0.00013556703925132751,5.1770177378784865e-05,0.0007755348345520129,0.9999996420391077,0,False
bf16,fp16,8,1,binary_tree_reduce,0.00011220574378967285,4.477046604733914e-05,0.0006645286264690627,0.9999997854079427,0,False
bf16,fp16,8,2,ring_reduce,0.0002435445785522461,7.47400481486693e-05,0.0007992539165063398,0.9999997764623532,0,False
bf16,fp16,8,2,binary_tree_reduce,0.000249519944190979,5.9889585827477276e-05,0.0006750262577516082,0.9999998959448863,0,False
bf16,fp16,8,4,ring_reduce,0.00031507015228271484,4.563527545542456e-05,0.0007371636525954842,0.9999997804574994,0,False
bf16,fp16,8,4,binary_tree_reduce,0.0001680999994277954,3.695835039252415e-05,0.000558439784144625,0.9999999152195692,0,False
bf16,fp16,8,8,ring_reduce,0.00026933103799819946,5.5231270380318165e-05,0.0007078025521658564,0.9999997088289349,0,False
bf16,fp16,8,8,binary_tree_reduce,0.0003502368927001953,5.69166149944067e-05,0.0007281993440062441,0.9999998317603808,0,False
bf16,fp16,8,16,ring_reduce,0.00032407045364379883,5.890963802812621e-05,0.0007313315332245352,0.9999997525234715,0,False
bf16,fp16,8,16,binary_tree_reduce,0.00023469328880310059,5.161738954484463e-05,0.0006306814300641028,0.9999999100562151,0,False
bf16,fp16,16,1,ring_reduce,0.00020965933799743652,4.673825606005266e-05,0.0006974703497067713,0.9999996842815521,0,False
bf16,fp16,16,1,binary_tree_reduce,0.00018343329429626465,4.3765561713371426e-05,0.0006280654046545657,0.9999998301227769,0,False
bf16,fp16,16,2,ring_reduce,0.00036673247814178467,7.767993520246819e-05,0.0010457941220493978,0.9999995377284103,0,False
bf16,fp16,16,2,binary_tree_reduce,0.0002451390027999878,6.379100523190573e-05,0.000810519070043964,0.999999873125391,0,False
bf16,fp16,16,4,ring_reduce,0.00030679255723953247,7.604036363773048e-05,0.0009194172249801022,0.9999995249078018,0,False
bf16,fp16,16,4,binary_tree_reduce,0.0002620816230773926,5.4506399465026334e-05,0.0006565609774972995,0.9999997397884755,0,False
bf16,fp16,16,8,ring_reduce,0.0005110800266265869,7.443429785780609e-05,0.0010205940607350944,0.9999994884209656,0,False
bf16,fp16,16,8,binary_tree_reduce,0.0003458857536315918,5.870598761248402e-05,0.0007786188833501562,0.9999996897462203,0,False
bf16,fp16,16,16,ring_reduce,0.0004073232412338257,6.28193374723196e-05,0.0008231330932024457,0.999999691057303,0,False
bf16,fp16,16,16,binary_tree_reduce,0.0005557537078857422,5.661525938194245e-05,0.0008196792170395803,0.9999997623662729,0,False
bf16,fp16,32,1,ring_reduce,0.00020795315504074097,7.469157571904361e-05,0.0009728029772821493,0.999999748143259,0,False
bf16,fp16,32,1,binary_tree_reduce,0.00015747547149658203,3.78726253984496e-05,0.0005029357289173935,0.999999844899534,0,False
bf16,fp16,32,2,ring_reduce,0.0006184279918670654,0.00012405790039338171,0.0018173760997927987,0.9999990166252071,0,False
bf16,fp16,32,2,binary_tree_reduce,0.0002600252628326416,5.269335815683007e-05,0.0007021987454016113,0.999999759592991,0,False
bf16,fp16,32,4,ring_reduce,0.00032566487789154053,9.242258965969086e-05,0.0010682152848605407,0.9999994890199623,0,False
bf16,fp16,32,4,binary_tree_reduce,0.00023683905601501465,6.100443715695292e-05,0.0006863435800838179,0.9999997716150254,0,False
bf16,fp16,32,8,ring_reduce,0.0004718005657196045,9.922569734044373e-05,0.0012539681409874663,0.9999992689370509,0,False
bf16,fp16,32,8,binary_tree_reduce,0.0003787875175476074,5.80832565901801e-05,0.0007162060658551494,0.9999997881104573,0,False
bf16,fp16,32,16,ring_reduce,0.0005637705326080322,9.61442492553033e-05,0.0012097324050544627,0.9999992078089128,0,False
bf16,fp16,32,16,binary_tree_reduce,0.00030982494354248047,5.953174695605412e-05,0.0007019026213082215,0.9999995913324726,0,False
fp16,fp32,1,1,ring_reduce,4.470348358154297e-08,1.4260876923799515e-08,1.819240138559213e-07,0.999999994316049,0,True
fp16,fp32,1,1,binary_tree_reduce,4.470348358154297e-08,1.4260876923799515e-08,1.819240138559213e-07,0.999999994316049,0,True
fp16,fp32,1,2,ring_reduce,1.341104507446289e-07,2.9260263545438647e-08,3.8670955188648283e-07,0.9999999410626279,0,True
fp16,fp32,1,2,binary_tree_reduce,1.341104507446289e-07,2.9260263545438647e-08,3.8670955188648283e-07,0.9999999410626279,0,True
fp16,fp32,1,4,ring_reduce,9.685754776000977e-08,2.130400389432907e-08,2.979447203495137e-07,0.999999957902367,0,True
fp16,fp32,1,4,binary_tree_reduce,9.685754776000977e-08,2.130400389432907e-08,2.979447203495137e-07,0.999999957902367,0,True
fp16,fp32,1,8,ring_reduce,1.4901161193847656e-07,2.6683210307965055e-08,3.869111249984467e-07,1.000000057399596,0,True
fp16,fp32,1,8,binary_tree_reduce,1.4901161193847656e-07,2.6683210307965055e-08,3.869111249984467e-07,1.000000057399596,0,True
fp16,fp32,1,16,ring_reduce,1.6391277313232422e-07,2.51210110491229e-08,3.736171385298666e-07,1.0000000826885755,0,True
fp16,fp32,1,16,binary_tree_reduce,1.6391277313232422e-07,2.51210110491229e-08,3.736171385298666e-07,1.0000000826885755,0,True
fp16,fp32,2,1,ring_reduce,4.470348358154297e-08,1.4530996850226074e-08,1.685316045772452e-07,0.9999999512766672,0,True
fp16,fp32,2,1,binary_tree_reduce,4.470348358154297e-08,1.4530996850226074e-08,1.685316045772452e-07,0.9999999512766672,0,True
fp16,fp32,2,2,ring_reduce,5.960464477539063e-08,1.8950231606140733e-08,2.3572513727463677e-07,0.9999999698067376,0,True
fp16,fp32,2,2,binary_tree_reduce,5.960464477539063e-08,1.8950231606140733e-08,2.3572513727463677e-07,0.9999999698067376,0,True
fp16,fp32,2,4,ring_reduce,8.940696716308594e-08,1.7589172784937546e-08,2.579884272717104e-07,1.0000000508351148,0,True
fp16,fp32,2,4,binary_tree_reduce,8.940696716308594e-08,1.7589172784937546e-08,2.579884272717104e-07,1.0000000508351148,0,True
fp16,fp32,2,8,ring_reduce,8.940696716308594e-08,1.9401454665057827e-08,2.581777849435682e-07,1.000000062060547,0,True
fp16,fp32,2,8,binary_tree_reduce,8.940696716308594e-08,1.9401454665057827e-08,2.581777849435682e-07,1.000000062060547,0,True
fp16,fp32,2,16,ring_reduce,3.5762786865234375e-07,2.6638723227279115e-08,3.742017039786703e-07,1.000000040858601,0,True
fp16,fp32,2,16,binary_tree_reduce,3.5762786865234375e-07,2.6638723227279115e-08,3.742017039786703e-07,1.000000040858601,0,True
fp16,fp32,4,1,ring_reduce,7.82310962677002e-08,2.3523170966655016e-08,2.3537866884063564e-07,1.000000037869346,0,True
fp16,fp32,4,1,binary_tree_reduce,8.568167686462402e-08,2.2882886696606874e-08,2.3228487398816548e-07,1.000000037869346,0,True
fp16,fp32,4,2,ring_reduce,4.470348358154297e-08,1.7207639757543802e-08,2.283191160750759e-07,1.0000000553836308,0,True
fp16,fp32,4,2,binary_tree_reduce,5.960464477539063e-08,1.656735548749566e-08,2.2507625179197955e-07,1.0000000553836308,0,True
fp16,fp32,4,4,ring_reduce,5.21540641784668e-08,1.2192600706839585e-08,1.7960907529262366e-07,1.0000000496706698,0,True
fp16,fp32,4,4,binary_tree_reduce,5.21540641784668e-08,1.17089484774624e-08,1.6895147742585847e-07,1.0000000496706698,0,True
fp16,fp32,4,8,ring_reduce,7.078051567077637e-08,1.4193119568517432e-08,1.8570580740137725e-07,1.000000027743955,0,True
fp16,fp32,4,8,binary_tree_reduce,6.705522537231445e-08,1.4484612620435655e-08,1.9098378603600846e-07,1.000000027743955,0,True
fp16,fp32,4,16,ring_reduce,7.450580596923828e-08,1.509420144429896e-08,1.8793023772646305e-07,0.9999999898385372,0,True
fp16,fp32,4,16,binary_tree_reduce,7.450580596923828e-08,1.4570616713172058e-08,1.8030519037916845e-07,1.0000000728102858,0,True
fp16,fp32,8,1,ring_reduce,1.4901161193847656e-07,3.92028596252203e-08,3.1152946929548444e-07,0.9999999891755228,0,True
fp16,fp32,8,1,binary_tree_reduce,1.1920928955078125e-07,2.773595042526722e-08,2.2150624688766712e-07,0.9999999996126145,0,True
fp16,fp32,8,2,ring_reduce,5.587935447692871e-08,1.1909378372365609e-08,1.5401951354165407e-07,1.0000001224063184,0,True
fp16,fp32,8,2,binary_tree_reduce,5.587935447692871e-08,1.2927557691000402e-08,1.6245327332401974e-07,1.0000000313734863,0,True
fp16,fp32,8,4,ring_reduce,4.470348358154297e-08,1.254193193744868e-08,1.628092493368242e-07,0.9999999808996122,0,True
fp16,fp32,8,4,binary_tree_reduce,5.21540641784668e-08,1.2671080185100436e-08,1.6457259530199354e-07,1.0000000719069313,0,True
fp16,fp32,8,8,ring_reduce,4.842877388000488e-08,1.229000190505758e-08,1.487341084346513e-07,1.0000001298911776,0,True
fp16,fp32,8,8,binary_tree_reduce,5.960464477539063e-08,1.3027943168708589e-08,1.58834202564223e-07,1.0000002008892916,0,True
fp16,fp32,8,16,ring_reduce,8.940696716308594e-08,1.4829083738732152e-08,1.8141788818525376e-07,0.9999999902473572,0,True
fp16,fp32,8,16,binary_tree_reduce,9.12696123123169e-08,1.359785528620705e-08,1.644383147493069e-07,0.9999999902473572,0,True
fp16,fp32,16,1,ring_reduce,2.9802322387695312e-08,8.776623872108757e-09,1.4675277080135628e-07,1.00000002970866,0,True
fp16,fp32,16,1,binary_tree_reduce,2.9802322387695312e-08,9.957147995010018e-09,1.5872533819393012e-07,0.9999999649755437,0,True
fp16,fp32,16,2,ring_reduce,4.470348358154297e-08,9.896211849991232e-09,1.228473803909272e-07,1.0000001263755565,0,True
fp16,fp32,16,2,binary_tree_reduce,2.9802322387695312e-08,7.005837687756866e-09,9.388608113790525e-08,1.0000000251751513,0,True
fp16,fp32,16,4,ring_reduce,4.470348358154297e-08,1.4166744222166017e-08,1.9004663848792207e-07,0.9999998975326777,0,True
fp16,fp32,16,4,binary_tree_reduce,5.960464477539063e-08,1.2829332263208926e-08,1.8147313452782668e-07,1.000000002708186,0,True
fp16,fp32,16,8,ring_reduce,1.564621925354004e-07,2.0122925548093917e-08,2.4726083076929655e-07,0.999999990744005,0,True
fp16,fp32,16,8,binary_tree_reduce,2.086162567138672e-07,1.98227674275131e-08,2.3981509471349845e-07,0.999999990744005,0,True
fp16,fp32,16,16,ring_reduce,6.705522537231445e-08,1.3678459254151676e-08,1.677024304741362e-07,1.000000090451792,0,True
fp16,fp32,16,16,binary_tree_reduce,5.960464477539063e-08,1.2902205526188482e-08,1.5786750064612995e-07,0.9999999930598706,0,True
fp16,fp32,32,1,ring_reduce,2.9802322387695312e-08,1.0128132998943329e-08,1.484062888606678e-07,1.0000001145363107,0,True
fp16,fp32,32,1,binary_tree_reduce,2.421438694000244e-08,1.0390067473053932e-08,1.4096176328503162e-07,1.0000000025573876,0,True
fp16,fp32,32,2,ring_reduce,5.960464477539063e-08,1.269108906853944e-08,2.089969956735753e-07,0.9999999894922098,0,True
fp16,fp32,32,2,binary_tree_reduce,3.725290298461914e-08,8.950792107498273e-09,1.5153863518845995e-07,0.9999999894922098,0,True
fp16,fp32,32,4,ring_reduce,1.1920928955078125e-07,1.7908405425259843e-08,1.8920702969515013e-07,0.9999999460087942,0,True
fp16,fp32,32,4,binary_tree_reduce,8.940696716308594e-08,1.534453986096196e-08,1.5780231006324828e-07,1.0000000289924782,0,True
fp16,fp32,32,8,ring_reduce,5.960464477539063e-08,1.3533735909732059e-08,1.7808029382188355e-07,1.0000000643561624,0,True
fp16,fp32,32,8,binary_tree_reduce,4.470348358154297e-08,1.177295416709967e-08,1.5403742765179972e-07,1.0000000643561624,0,True
