mode,estimated_latency_s,estimated_attention_stage_latency_s,critical_path_latency_s,throughput_bound_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,vc_model,shared_prefix_tokens,agents,decode_tokens
KVRing-v1-sequential-pipeline,0.201786551,0.201786551,0.201786551,0.201786551,0.001737722,0.200048829,5.0,0.5625,4097.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,4,,,,,False,,32768,16,512
KVRing-v2-ring,0.050012398,0.050012398,2.4701e-05,0.050012398,0.002537835,0.050792123,5.0,0.5625,8448.5,1.642578125,0.013419151306152344,0.236328125,2.9237438703716867,"(0,0)->(1,0)",8.0,4,2048,ring,serpentine,8,False,not_modeled_for_performance,32768,16,512
KVRing-v2-tree,0.050012398,0.050012398,2.4641e-05,0.050012398,0.005264073,0.050792123,5.0,0.5625,8448.5,1.515625,0.012427330017089844,0.427734375,5.7140664569104445,"(0,1)->(0,0)",8.0,4,2048,tree,serpentine,8,False,not_modeled_for_performance,32768,16,512
Pull-KV Independent,243.493109274,243.493109274,243.493109274,243.493109274,241.893060445,1.600048829,5.0,4.0,32769.0,32768.125,342.00130462646484,22528.04296875,11.321615832673293,"(7,7)->(6,7)",,8,,,,,,,32768,16,512
Central KV-Stationary,1.738417079,1.738417079,1.738417079,1.738417079,0.000978125,1.737438954,5.0,4.0,32769.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,8,,,,,,,32768,16,512
Replicate-All,0.572495312,0.572495312,0.572495312,0.572495312,0.472446483,0.100048829,65.0,4.0625,2049.0,64.0,0.66796875,44.0,3.8596491228070176,"(7,7)->(6,7)",,8,,,,,,,32768,16,512
KVRing-v1-sequential-pipeline,0.201786551,0.201786551,0.201786551,0.201786551,0.001737722,0.200048829,5.0,0.5625,4097.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,8,,,,,False,,32768,16,512
KVRing-v2-ring,0.025012398,0.025012398,2.4707e-05,0.025012398,0.00371224,0.025792123,5.0,0.5625,4352.5,1.642578125,0.013657569885253906,0.345703125,3.0898680259758398,"(0,0)->(1,0)",4.0,8,1024,ring,serpentine,8,False,not_modeled_for_performance,32768,16,512
KVRing-v2-tree,0.025012398,0.025012398,2.4647e-05,0.025012398,0.006438478,0.025792123,5.0,0.5625,4352.5,1.515625,0.012665748596191406,0.412109375,3.9718394699194337,"(0,1)->(0,0)",4.0,8,1024,tree,serpentine,8,False,not_modeled_for_performance,32768,16,512
Pull-KV Independent,243.493109274,243.493109274,243.493109274,243.493109274,241.893060445,1.600048829,5.0,4.0,32769.0,32768.125,342.00130462646484,22528.04296875,11.321615832673293,"(7,7)->(6,7)",,16,,,,,,,32768,16,512
Central KV-Stationary,1.738417079,1.738417079,1.738417079,1.738417079,0.000978125,1.737438954,5.0,4.0,32769.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,16,,,,,,,32768,16,512
Replicate-All,0.572495312,0.572495312,0.572495312,0.572495312,0.472446483,0.100048829,65.0,4.0625,2049.0,64.0,0.66796875,44.0,3.8596491228070176,"(7,7)->(6,7)",,16,,,,,,,32768,16,512
KVRing-v1-sequential-pipeline,0.201786551,0.201786551,0.201786551,0.201786551,0.001737722,0.200048829,5.0,0.5625,4097.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,16,,,,,False,,32768,16,512
KVRing-v2-ring,0.017192268,0.017192268,3.3859e-05,0.017192268,0.00606105,0.017971993,5.0,0.5625,2304.5,1.642578125,0.0137786865234375,0.564453125,4.400609080841639,"(0,0)->(1,0)",2.0,16,512,ring,serpentine,8,False,not_modeled_for_performance,32768,16,512
KVRing-v2-tree,0.017192268,0.017192268,3.3799e-05,0.017192268,0.008787288,0.017971993,5.0,0.5625,2304.5,1.515625,0.012786865234375,0.4375,3.675417661097852,"(0,0)->(1,0)",2.0,16,512,tree,serpentine,8,False,not_modeled_for_performance,32768,16,512
Pull-KV Independent,11.045132327,11.045132327,11.045132327,11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,1,,,,,,,65536,2,64
Central KV-Stationary,0.054321068,0.054321068,0.054321068,0.054321068,2.61e-05,0.054294968,8.015625,8.0,1024.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,65536,2,64
Replicate-All,0.19679953,0.19679953,0.19679953,0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,65536,2,64
KVRing-v1-sequential-pipeline,0.006279175,0.006279175,0.006279175,0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,1,,,,,True,,65536,2,64
KVRing-v2-ring,0.006250194,0.006250194,4.911e-05,0.006250194,5.8281e-05,0.006262211,8.015625,1.0078125,1024.5078125,0.025665283203125,0.0002336353063583374,0.005401611328125,4.267236430894827,"(0,0)->(1,0)",1.0,1,128,ring,serpentine,8,True,not_modeled_for_performance,65536,2,64
KVRing-v2-tree,0.006250194,0.006250194,4.905e-05,0.006250194,0.000100819,0.006262211,8.015625,1.0078125,1024.5078125,0.023681640625,0.00021813809871673584,0.006439208984375,5.390668761527427,"(0,2)->(0,1)",1.0,1,128,tree,serpentine,8,True,not_modeled_for_performance,65536,2,64
Pull-KV Independent,11.045132327,11.045132327,11.045132327,11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,2,,,,,,,65536,2,64
Central KV-Stationary,0.054321068,0.054321068,0.054321068,0.054321068,2.61e-05,0.054294968,8.015625,8.0,1024.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,2,,,,,,,65536,2,64
Replicate-All,0.19679953,0.19679953,0.19679953,0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,2,,,,,,,65536,2,64
KVRing-v1-sequential-pipeline,0.006279175,0.006279175,0.006279175,0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,2,,,,,True,,65536,2,64
KVRing-v2-ring,0.003125194,0.003125194,4.9112e-05,0.003125194,9.4981e-05,0.003137211,8.015625,1.0078125,512.5078125,0.025665283203125,0.00021529197692871094,0.008819580078125,4.400609080841639,"(0,0)->(1,0)",0.5,2,64,ring,serpentine,8,True,not_modeled_for_performance,65536,2,64
KVRing-v2-tree,0.003125194,0.003125194,4.9052e-05,0.003125194,0.000137519,0.003137211,8.015625,1.0078125,512.5078125,0.023681640625,0.00019979476928710938,0.0068359375,3.675417661097852,"(0,0)->(1,0)",0.5,2,64,tree,serpentine,8,True,not_modeled_for_performance,65536,2,64
Pull-KV Independent,11.045132327,11.045132327,11.045132327,11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,4,,,,,,,65536,2,64
Central KV-Stationary,0.054321068,0.054321068,0.054321068,0.054321068,2.61e-05,0.054294968,8.015625,8.0,1024.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,4,,,,,,,65536,2,64
Replicate-All,0.19679953,0.19679953,0.19679953,0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,4,,,,,,,65536,2,64
KVRing-v1-sequential-pipeline,0.006279175,0.006279175,0.006279175,0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,4,,,,,True,,65536,2,64
KVRing-v2-ring,0.003125388,0.003125388,4.9115e-05,0.003125388,0.00018968,0.003137405,8.015625,1.0078125,512.5078125,0.05133056640625,0.0004305839538574219,0.01763916015625,4.400609080841639,"(0,0)->(1,0)",0.5,4,64,ring,serpentine,8,True,not_modeled_for_performance,65536,2,64
KVRing-v2-tree,0.003125388,0.003125388,4.9055e-05,0.003125388,0.000274817,0.003137405,8.015625,1.0078125,512.5078125,0.04736328125,0.00039958953857421875,0.013671875,3.675417661097852,"(0,0)->(1,0)",0.5,4,64,tree,serpentine,8,True,not_modeled_for_performance,65536,2,64
Pull-KV Independent,11.045132327,11.045132327,11.045132327,11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,8,,,,,,,65536,2,64
Central KV-Stationary,0.054321068,0.054321068,0.054321068,0.054321068,2.61e-05,0.054294968,8.015625,8.0,1024.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,8,,,,,,,65536,2,64
Replicate-All,0.19679953,0.19679953,0.19679953,0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,8,,,,,,,65536,2,64
KVRing-v1-sequential-pipeline,0.006279175,0.006279175,0.006279175,0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,8,,,,,True,,65536,2,64
KVRing-v2-ring,0.003125775,0.003125775,4.9121e-05,0.003125775,0.000379079,0.003137792,8.015625,1.0078125,512.5078125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.5,8,64,ring,serpentine,8,True,not_modeled_for_performance,65536,2,64
KVRing-v2-tree,0.003125775,0.003125775,4.9061e-05,0.003125775,0.000549413,0.003137792,8.015625,1.0078125,512.5078125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.5,8,64,tree,serpentine,8,True,not_modeled_for_performance,65536,2,64
Pull-KV Independent,11.045132327,11.045132327,11.045132327,11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,16,,,,,,,65536,2,64
Central KV-Stationary,0.054321068,0.054321068,0.054321068,0.054321068,2.61e-05,0.054294968,8.015625,8.0,1024.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,16,,,,,,,65536,2,64
Replicate-All,0.19679953,0.19679953,0.19679953,0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16,,,,,,,65536,2,64
KVRing-v1-sequential-pipeline,0.006279175,0.006279175,0.006279175,0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,16,,,,,True,,65536,2,64
KVRing-v2-ring,0.00312655,0.00312655,4.9133e-05,0.00312655,0.000757877,0.003138567,8.015625,1.0078125,512.5078125,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.5,16,64,ring,serpentine,8,True,not_modeled_for_performance,65536,2,64
KVRing-v2-tree,0.00312655,0.00312655,4.9073e-05,0.00312655,0.001098604,0.003138567,8.015625,1.0078125,512.5078125,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.5,16,64,tree,serpentine,8,True,not_modeled_for_performance,65536,2,64
Pull-KV Independent,44.180529307,44.180529307,44.180529307,44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,1,,,,,,,65536,2,256
Central KV-Stationary,0.217284267,0.217284267,0.217284267,0.217284267,0.000104397,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,65536,2,256
Replicate-All,0.271801819,0.271801819,0.271801819,0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,65536,2,256
KVRing-v1-sequential-pipeline,0.02511286,0.02511286,0.02511286,0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,1,,,,,True,,65536,2,256
KVRing-v2-ring,0.025000775,0.025000775,4.911e-05,0.025000775,0.000232278,0.025195325,8.0625,1.03125,4104.03125,0.1026611328125,0.0009345412254333496,0.0216064453125,4.267236430894827,"(0,0)->(1,0)",4.0,1,512,ring,serpentine,8,True,not_modeled_for_performance,65536,2,256
KVRing-v2-tree,0.025000775,0.025000775,4.905e-05,0.025000775,0.000402612,0.025195325,8.0625,1.03125,4104.03125,0.0947265625,0.0008725523948669434,0.0257568359375,5.390668761527427,"(0,2)->(0,1)",4.0,1,512,tree,serpentine,8,True,not_modeled_for_performance,65536,2,256
Pull-KV Independent,44.180529307,44.180529307,44.180529307,44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,2,,,,,,,65536,2,256
Central KV-Stationary,0.217284267,0.217284267,0.217284267,0.217284267,0.000104397,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,2,,,,,,,65536,2,256
Replicate-All,0.271801819,0.271801819,0.271801819,0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,2,,,,,,,65536,2,256
KVRing-v1-sequential-pipeline,0.02511286,0.02511286,0.02511286,0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,2,,,,,True,,65536,2,256
KVRing-v2-ring,0.012500775,0.012500775,4.9112e-05,0.012500775,0.000379079,0.012695325,8.0625,1.03125,2056.03125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",2.0,2,256,ring,serpentine,8,True,not_modeled_for_performance,65536,2,256
KVRing-v2-tree,0.012500775,0.012500775,4.9052e-05,0.012500775,0.000549413,0.012695325,8.0625,1.03125,2056.03125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",2.0,2,256,tree,serpentine,8,True,not_modeled_for_performance,65536,2,256
Pull-KV Independent,44.180529307,44.180529307,44.180529307,44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,4,,,,,,,65536,2,256
Central KV-Stationary,0.217284267,0.217284267,0.217284267,0.217284267,0.000104397,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,4,,,,,,,65536,2,256
Replicate-All,0.271801819,0.271801819,0.271801819,0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,4,,,,,,,65536,2,256
KVRing-v1-sequential-pipeline,0.02511286,0.02511286,0.02511286,0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,4,,,,,True,,65536,2,256
KVRing-v2-ring,0.01250155,0.01250155,4.9115e-05,0.01250155,0.000757877,0.0126961,8.0625,1.03125,2056.03125,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",2.0,4,256,ring,serpentine,8,True,not_modeled_for_performance,65536,2,256
KVRing-v2-tree,0.01250155,0.01250155,4.9055e-05,0.01250155,0.001098604,0.0126961,8.0625,1.03125,2056.03125,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",2.0,4,256,tree,serpentine,8,True,not_modeled_for_performance,65536,2,256
Pull-KV Independent,44.180529307,44.180529307,44.180529307,44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,8,,,,,,,65536,2,256
Central KV-Stationary,0.217284267,0.217284267,0.217284267,0.217284267,0.000104397,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,8,,,,,,,65536,2,256
Replicate-All,0.271801819,0.271801819,0.271801819,0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,8,,,,,,,65536,2,256
KVRing-v1-sequential-pipeline,0.02511286,0.02511286,0.02511286,0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,8,,,,,True,,65536,2,256
KVRing-v2-ring,0.0125031,0.0125031,4.9121e-05,0.0125031,0.001515474,0.01269765,8.0625,1.03125,2056.03125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",2.0,8,256,ring,serpentine,8,True,not_modeled_for_performance,65536,2,256
KVRing-v2-tree,0.0125031,0.0125031,4.9061e-05,0.0125031,0.002196988,0.01269765,8.0625,1.03125,2056.03125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",2.0,8,256,tree,serpentine,8,True,not_modeled_for_performance,65536,2,256
Pull-KV Independent,44.180529307,44.180529307,44.180529307,44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,16,,,,,,,65536,2,256
Central KV-Stationary,0.217284267,0.217284267,0.217284267,0.217284267,0.000104397,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,16,,,,,,,65536,2,256
Replicate-All,0.271801819,0.271801819,0.271801819,0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16,,,,,,,65536,2,256
KVRing-v1-sequential-pipeline,0.02511286,0.02511286,0.02511286,0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,16,,,,,True,,65536,2,256
KVRing-v2-ring,0.012506199,0.012506199,4.9133e-05,0.012506199,0.003030666,0.012700749,8.0625,1.03125,2056.03125,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",2.0,16,256,ring,serpentine,8,True,not_modeled_for_performance,65536,2,256
KVRing-v2-tree,0.012506199,0.012506199,4.9073e-05,0.012506199,0.004393755,0.012700749,8.0625,1.03125,2056.03125,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",2.0,16,256,tree,serpentine,8,True,not_modeled_for_performance,65536,2,256
Pull-KV Independent,88.361058613,88.361058613,88.361058613,88.361058613,87.961052509,0.400006104,8.125,8.0,8192.125,8192.015625,116.0002212524414,8192.0078125,3.5172380250139748,"(7,7)->(6,7)",,1,,,,,,,65536,2,512
Central KV-Stationary,0.434568533,0.434568533,0.434568533,0.434568533,0.000208794,0.434359739,8.125,8.0,8192.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,65536,2,512
Replicate-All,0.371804871,0.371804871,0.371804871,0.371804871,0.171798767,0.200006104,16.125,8.0625,4096.125,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,65536,2,512
KVRing-v1-sequential-pipeline,0.05022444,0.05022444,0.05022444,0.05022444,0.000218336,0.050006104,8.125,1.0625,1024.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,1,,,,,True,,65536,2,512
KVRing-v2-ring,0.05000155,0.05000155,4.911e-05,0.05000155,0.000464276,0.050781275,8.125,1.0625,8224.0625,0.205322265625,0.0018690824508666992,0.043212890625,4.267236430894827,"(0,0)->(1,0)",8.0,1,1024,ring,serpentine,8,True,not_modeled_for_performance,65536,2,512
KVRing-v2-tree,0.05000155,0.05000155,4.905e-05,0.05000155,0.000805003,0.050781275,8.125,1.0625,8224.0625,0.189453125,0.0017451047897338867,0.051513671875,5.390668761527427,"(0,2)->(0,1)",8.0,1,1024,tree,serpentine,8,True,not_modeled_for_performance,65536,2,512
Pull-KV Independent,88.361058613,88.361058613,88.361058613,88.361058613,87.961052509,0.400006104,8.125,8.0,8192.125,8192.015625,116.0002212524414,8192.0078125,3.5172380250139748,"(7,7)->(6,7)",,2,,,,,,,65536,2,512
Central KV-Stationary,0.434568533,0.434568533,0.434568533,0.434568533,0.000208794,0.434359739,8.125,8.0,8192.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,2,,,,,,,65536,2,512
Replicate-All,0.371804871,0.371804871,0.371804871,0.371804871,0.171798767,0.200006104,16.125,8.0625,4096.125,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,2,,,,,,,65536,2,512
KVRing-v1-sequential-pipeline,0.05022444,0.05022444,0.05022444,0.05022444,0.000218336,0.050006104,8.125,1.0625,1024.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,2,,,,,True,,65536,2,512
KVRing-v2-ring,0.02500155,0.02500155,4.9112e-05,0.02500155,0.000757877,0.025781275,8.125,1.0625,4128.0625,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",4.0,2,512,ring,serpentine,8,True,not_modeled_for_performance,65536,2,512
KVRing-v2-tree,0.02500155,0.02500155,4.9052e-05,0.02500155,0.001098604,0.025781275,8.125,1.0625,4128.0625,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",4.0,2,512,tree,serpentine,8,True,not_modeled_for_performance,65536,2,512
Pull-KV Independent,88.361058613,88.361058613,88.361058613,88.361058613,87.961052509,0.400006104,8.125,8.0,8192.125,8192.015625,116.0002212524414,8192.0078125,3.5172380250139748,"(7,7)->(6,7)",,4,,,,,,,65536,2,512
Central KV-Stationary,0.434568533,0.434568533,0.434568533,0.434568533,0.000208794,0.434359739,8.125,8.0,8192.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,4,,,,,,,65536,2,512
Replicate-All,0.371804871,0.371804871,0.371804871,0.371804871,0.171798767,0.200006104,16.125,8.0625,4096.125,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,4,,,,,,,65536,2,512
KVRing-v1-sequential-pipeline,0.05022444,0.05022444,0.05022444,0.05022444,0.000218336,0.050006104,8.125,1.0625,1024.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,4,,,,,True,,65536,2,512
KVRing-v2-ring,0.0250031,0.0250031,4.9115e-05,0.0250031,0.001515474,0.025782825,8.125,1.0625,4128.0625,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",4.0,4,512,ring,serpentine,8,True,not_modeled_for_performance,65536,2,512
KVRing-v2-tree,0.0250031,0.0250031,4.9055e-05,0.0250031,0.002196988,0.025782825,8.125,1.0625,4128.0625,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",4.0,4,512,tree,serpentine,8,True,not_modeled_for_performance,65536,2,512
Pull-KV Independent,88.361058613,88.361058613,88.361058613,88.361058613,87.961052509,0.400006104,8.125,8.0,8192.125,8192.015625,116.0002212524414,8192.0078125,3.5172380250139748,"(7,7)->(6,7)",,8,,,,,,,65536,2,512
Central KV-Stationary,0.434568533,0.434568533,0.434568533,0.434568533,0.000208794,0.434359739,8.125,8.0,8192.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,8,,,,,,,65536,2,512
Replicate-All,0.371804871,0.371804871,0.371804871,0.371804871,0.171798767,0.200006104,16.125,8.0625,4096.125,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,8,,,,,,,65536,2,512
KVRing-v1-sequential-pipeline,0.05022444,0.05022444,0.05022444,0.05022444,0.000218336,0.050006104,8.125,1.0625,1024.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,8,,,,,True,,65536,2,512
KVRing-v2-ring,0.025006199,0.025006199,4.9121e-05,0.025006199,0.003030666,0.025785924,8.125,1.0625,4128.0625,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",4.0,8,512,ring,serpentine,8,True,not_modeled_for_performance,65536,2,512
KVRing-v2-tree,0.025006199,0.025006199,4.9061e-05,0.025006199,0.004393755,0.025785924,8.125,1.0625,4128.0625,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",4.0,8,512,tree,serpentine,8,True,not_modeled_for_performance,65536,2,512
Pull-KV Independent,88.361058613,88.361058613,88.361058613,88.361058613,87.961052509,0.400006104,8.125,8.0,8192.125,8192.015625,116.0002212524414,8192.0078125,3.5172380250139748,"(7,7)->(6,7)",,16,,,,,,,65536,2,512
Central KV-Stationary,0.434568533,0.434568533,0.434568533,0.434568533,0.000208794,0.434359739,8.125,8.0,8192.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,16,,,,,,,65536,2,512
Replicate-All,0.371804871,0.371804871,0.371804871,0.371804871,0.171798767,0.200006104,16.125,8.0625,4096.125,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16,,,,,,,65536,2,512
KVRing-v1-sequential-pipeline,0.05022444,0.05022444,0.05022444,0.05022444,0.000218336,0.050006104,8.125,1.0625,1024.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,16,,,,,True,,65536,2,512
KVRing-v2-ring,0.025012398,0.025012398,4.9133e-05,0.025012398,0.00606105,0.025792123,8.125,1.0625,4128.0625,1.642578125,0.0137786865234375,0.564453125,4.400609080841639,"(0,0)->(1,0)",4.0,16,512,ring,serpentine,8,True,not_modeled_for_performance,65536,2,512
KVRing-v2-tree,0.025012398,0.025012398,4.9073e-05,0.025012398,0.008787288,0.025792123,8.125,1.0625,4128.0625,1.515625,0.012786865234375,0.4375,3.675417661097852,"(0,0)->(1,0)",4.0,16,512,tree,serpentine,8,True,not_modeled_for_performance,65536,2,512
Pull-KV Independent,11.09513341,11.09513341,11.09513341,11.09513341,10.995131884,0.100001526,8.03125,8.0,2048.03125,2048.00390625,30.000057220458984,1024.0009765625,2.9999971389825077,"(7,7)->(6,7)",,1,,,,,,,65536,4,64
Central KV-Stationary,0.108616355,0.108616355,0.108616355,0.108616355,2.642e-05,0.108589935,8.03125,8.0,2048.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,1,,,,,,,65536,4,64
