job_id,workload,node_id,input_tokens,output_tokens,shared_prefix_token_len,private_prefix_token_len,shared_prefix_ratio
debate_job_2,debate,debate_job_2_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_2,debate,debate_job_2_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_2,debate,debate_job_2_r0_judge,2560,64,1280,1280,0.5
debate_job_3,debate,debate_job_3_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_3,debate,debate_job_3_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_3,debate,debate_job_3_r0_judge,2560,64,1280,1280,0.5
debate_job_4,debate,debate_job_4_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_4,debate,debate_job_4_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_4,debate,debate_job_4_r0_judge,2560,64,1280,1280,0.5
debate_job_5,debate,debate_job_5_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_5,debate,debate_job_5_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_5,debate,debate_job_5_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_5,debate,debate_job_5_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_5,debate,debate_job_5_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_5,debate,debate_job_5_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_5,debate,debate_job_5_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_5,debate,debate_job_5_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_5,debate,debate_job_5_r0_judge,2560,64,1280,1280,0.5
debate_job_6,debate,debate_job_6_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_6,debate,debate_job_6_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_6,debate,debate_job_6_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_6,debate,debate_job_6_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_6,debate,debate_job_6_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_6,debate,debate_job_6_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_6,debate,debate_job_6_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_6,debate,debate_job_6_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_6,debate,debate_job_6_r0_judge,2560,64,1280,1280,0.5
debate_job_7,debate,debate_job_7_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_7,debate,debate_job_7_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_7,debate,debate_job_7_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_7,debate,debate_job_7_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_7,debate,debate_job_7_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_7,debate,debate_job_7_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_7,debate,debate_job_7_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_7,debate,debate_job_7_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_7,debate,debate_job_7_r0_judge,2560,64,1280,1280,0.5
debate_job_8,debate,debate_job_8_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_8,debate,debate_job_8_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_8,debate,debate_job_8_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_8,debate,debate_job_8_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_8,debate,debate_job_8_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_8,debate,debate_job_8_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_8,debate,debate_job_8_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_8,debate,debate_job_8_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_8,debate,debate_job_8_r0_judge,2560,64,1280,1280,0.5
debate_job_9,debate,debate_job_9_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_9,debate,debate_job_9_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_9,debate,debate_job_9_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_9,debate,debate_job_9_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_9,debate,debate_job_9_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_9,debate,debate_job_9_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_9,debate,debate_job_9_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_9,debate,debate_job_9_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_9,debate,debate_job_9_r0_judge,2560,64,1280,1280,0.5
debate_job_10,debate,debate_job_10_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_10,debate,debate_job_10_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_10,debate,debate_job_10_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_10,debate,debate_job_10_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_10,debate,debate_job_10_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_10,debate,debate_job_10_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_10,debate,debate_job_10_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_10,debate,debate_job_10_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_10,debate,debate_job_10_r0_judge,2560,64,1280,1280,0.5
debate_job_11,debate,debate_job_11_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_11,debate,debate_job_11_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_11,debate,debate_job_11_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_11,debate,debate_job_11_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_11,debate,debate_job_11_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_11,debate,debate_job_11_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_11,debate,debate_job_11_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_11,debate,debate_job_11_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_11,debate,debate_job_11_r0_judge,2560,64,1280,1280,0.5
debate_job_12,debate,debate_job_12_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_12,debate,debate_job_12_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_12,debate,debate_job_12_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_12,debate,debate_job_12_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_12,debate,debate_job_12_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_12,debate,debate_job_12_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_12,debate,debate_job_12_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_12,debate,debate_job_12_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_12,debate,debate_job_12_r0_judge,2560,64,1280,1280,0.5
debate_job_13,debate,debate_job_13_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_13,debate,debate_job_13_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_13,debate,debate_job_13_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_13,debate,debate_job_13_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_13,debate,debate_job_13_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_13,debate,debate_job_13_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_13,debate,debate_job_13_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_13,debate,debate_job_13_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_13,debate,debate_job_13_r0_judge,2560,64,1280,1280,0.5
debate_job_14,debate,debate_job_14_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_14,debate,debate_job_14_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_14,debate,debate_job_14_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_14,debate,debate_job_14_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_14,debate,debate_job_14_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_14,debate,debate_job_14_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_14,debate,debate_job_14_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_14,debate,debate_job_14_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_14,debate,debate_job_14_r0_judge,2560,64,1280,1280,0.5
debate_job_15,debate,debate_job_15_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_15,debate,debate_job_15_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_15,debate,debate_job_15_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_15,debate,debate_job_15_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_15,debate,debate_job_15_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_15,debate,debate_job_15_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_15,debate,debate_job_15_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_15,debate,debate_job_15_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_15,debate,debate_job_15_r0_judge,2560,64,1280,1280,0.5
debate_job_16,debate,debate_job_16_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_16,debate,debate_job_16_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_16,debate,debate_job_16_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_16,debate,debate_job_16_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_16,debate,debate_job_16_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_16,debate,debate_job_16_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_16,debate,debate_job_16_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_16,debate,debate_job_16_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_16,debate,debate_job_16_r0_judge,2560,64,1280,1280,0.5
debate_job_17,debate,debate_job_17_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_17,debate,debate_job_17_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_17,debate,debate_job_17_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_17,debate,debate_job_17_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_17,debate,debate_job_17_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_17,debate,debate_job_17_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_17,debate,debate_job_17_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_17,debate,debate_job_17_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_17,debate,debate_job_17_r0_judge,2560,64,1280,1280,0.5
debate_job_18,debate,debate_job_18_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_18,debate,debate_job_18_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_18,debate,debate_job_18_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_18,debate,debate_job_18_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_18,debate,debate_job_18_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_18,debate,debate_job_18_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_18,debate,debate_job_18_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_18,debate,debate_job_18_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_18,debate,debate_job_18_r0_judge,2560,64,1280,1280,0.5
debate_job_19,debate,debate_job_19_r0_proposer_0,2049,128,1024,1025,0.4997559785261103
debate_job_19,debate,debate_job_19_r0_proposer_1,2049,128,1024,1025,0.4997559785261103
debate_job_19,debate,debate_job_19_r0_proposer_2,2049,128,1024,1025,0.4997559785261103
debate_job_19,debate,debate_job_19_r0_proposer_3,2049,128,1024,1025,0.4997559785261103
debate_job_19,debate,debate_job_19_r0_critic_0,2177,128,1088,1089,0.4997703261368856
debate_job_19,debate,debate_job_19_r0_critic_1,2177,128,1088,1089,0.4997703261368856
debate_job_19,debate,debate_job_19_r0_critic_2,2177,128,1088,1089,0.4997703261368856
debate_job_19,debate,debate_job_19_r0_critic_3,2177,128,1088,1089,0.4997703261368856
debate_job_19,debate,debate_job_19_r0_judge,2560,64,1280,1280,0.5
moa_job_0,moa,moa_job_0_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_0,moa,moa_job_0_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_0,moa,moa_job_0_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_1,moa,moa_job_1_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_1,moa,moa_job_1_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_2,moa,moa_job_2_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_2,moa,moa_job_2_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_3,moa,moa_job_3_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_3,moa,moa_job_3_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_4,moa,moa_job_4_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_4,moa,moa_job_4_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_5,moa,moa_job_5_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_5,moa,moa_job_5_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_5,moa,moa_job_5_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_5,moa,moa_job_5_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_5,moa,moa_job_5_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_5,moa,moa_job_5_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_5,moa,moa_job_5_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_5,moa,moa_job_5_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_5,moa,moa_job_5_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_6,moa,moa_job_6_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_6,moa,moa_job_6_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_6,moa,moa_job_6_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_6,moa,moa_job_6_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_6,moa,moa_job_6_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_6,moa,moa_job_6_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_6,moa,moa_job_6_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_6,moa,moa_job_6_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_6,moa,moa_job_6_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_7,moa,moa_job_7_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_7,moa,moa_job_7_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_7,moa,moa_job_7_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_7,moa,moa_job_7_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_7,moa,moa_job_7_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_7,moa,moa_job_7_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_7,moa,moa_job_7_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_7,moa,moa_job_7_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_7,moa,moa_job_7_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_8,moa,moa_job_8_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_8,moa,moa_job_8_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_8,moa,moa_job_8_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_8,moa,moa_job_8_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_8,moa,moa_job_8_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_8,moa,moa_job_8_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_8,moa,moa_job_8_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_8,moa,moa_job_8_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_8,moa,moa_job_8_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_9,moa,moa_job_9_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_9,moa,moa_job_9_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_9,moa,moa_job_9_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_9,moa,moa_job_9_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_9,moa,moa_job_9_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_9,moa,moa_job_9_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_9,moa,moa_job_9_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_9,moa,moa_job_9_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_9,moa,moa_job_9_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_10,moa,moa_job_10_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_10,moa,moa_job_10_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_10,moa,moa_job_10_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_10,moa,moa_job_10_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_10,moa,moa_job_10_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_10,moa,moa_job_10_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_10,moa,moa_job_10_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_10,moa,moa_job_10_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_10,moa,moa_job_10_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_11,moa,moa_job_11_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_11,moa,moa_job_11_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_11,moa,moa_job_11_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_11,moa,moa_job_11_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_11,moa,moa_job_11_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_11,moa,moa_job_11_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_11,moa,moa_job_11_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_11,moa,moa_job_11_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_11,moa,moa_job_11_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_12,moa,moa_job_12_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_12,moa,moa_job_12_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_12,moa,moa_job_12_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_12,moa,moa_job_12_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_12,moa,moa_job_12_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_12,moa,moa_job_12_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_12,moa,moa_job_12_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_12,moa,moa_job_12_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_12,moa,moa_job_12_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_13,moa,moa_job_13_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_13,moa,moa_job_13_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_13,moa,moa_job_13_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_13,moa,moa_job_13_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_13,moa,moa_job_13_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_13,moa,moa_job_13_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_13,moa,moa_job_13_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_13,moa,moa_job_13_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_13,moa,moa_job_13_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_14,moa,moa_job_14_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_14,moa,moa_job_14_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_14,moa,moa_job_14_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_14,moa,moa_job_14_l0_agent_3,2049,128,1024,1025,0.4997559785261103
