prefix_id,scope,selected_policy,confidence,opportunity_score,predicted_delta_ms_vs_apc,predicted_delta_ms_vs_pat,reason,baseline,arrival_rate_jobs_per_s,config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,fanin
sha256:f4d1571c4488803341e15afb9de0fd03bf83a7a53d06ab04febe333a11f04cd5,shared_kv_object,waferagent_latency_safe,0.6215961366048474,383658.339974912,-383658.339974912,-233527.36781081598,positive_latency_safe_opportunity,waferagent_adaptive,16.0,140,test,77,2233,182,966,2,True
sha256:d81771efe3d51ce7adac672b9974e79b67de1196239ed1a11cf4fa05c318f837,shared_kv_object,waferagent_latency_safe,0.6193132204409036,64475.807970816,-64475.807970816,-39188.152677888,positive_latency_safe_opportunity,waferagent_adaptive,32.0,141,test,58,1549,123,21,32,True
sha256:5688beb9abc667b2a4e5a68f5a0abded73d65af1b1be643f6462b668702c4dbe,shared_kv_object,apc_like,0.5918116334401452,1625079.093817088,-1625079.093817088,-1120730.76470144,high_queue_and_sram_risk,waferagent_adaptive,16.0,142,test,45,10688,2282,118,16,True
sha256:c323c798184a5c085cf0ec0e01fbaf1616c583c37e1b8b38aae7cb4610cb9de4,shared_kv_object,waferagent_latency_safe,0.6216191428196214,1466519.692312048,-1466519.692312048,-892662.749396464,positive_latency_safe_opportunity,waferagent_adaptive,1.0,143,test,55,11762,566,701,2,True
sha256:1bf7c1018c0641d39bf9a6d6c8e6d52c9907c8a217e952e4dee5fc5476d8bef2,shared_kv_object,apc_like,0.5918346831249942,8001761.790761408,-8001761.790761408,-5518450.999663041,high_queue_and_sram_risk,waferagent_adaptive,4.0,144,test,57,11521,4091,539,16,True
sha256:5da2824113c3e633bbb2e1474f25fdbd98279e0b47a20737361c2a57ace65fad,shared_kv_object,waferagent_latency_safe,0.6215847304020815,592907.0100661761,-592907.0100661761,-360891.4278663681,positive_latency_safe_opportunity,waferagent_adaptive,16.0,145,test,53,10483,82,118,8,False
sha256:2effda56325cd1e70f9974afdc681e03bb2a0f685217378ee869b4078068a0a9,shared_kv_object,waferagent_latency_safe,0.6216114452173243,783768.669312224,-783768.669312224,-477073.485124832,positive_latency_safe_opportunity,waferagent_adaptive,2.0,146,test,92,10157,946,143,8,True
sha256:ee8b4a17e969a1106b456724c81a4eefd6c94619c2fef522ad1701d48f300677,shared_kv_object,waferagent_latency_safe,0.6215897118830456,209274.339755456,-209274.339755456,-127381.788329408,positive_latency_safe_opportunity,waferagent_adaptive,4.0,147,test,59,9476,1467,74,4,True
sha256:697242ab40baee41217e57038a22e49ec9591eb536215f01c245dff3e9394eb4,shared_kv_object,waferagent_latency_safe,0.6216057465970289,2704953.099785728,-2704953.099785728,-1646476.521608704,positive_latency_safe_opportunity,waferagent_adaptive,32.0,148,test,120,33197,75,151,8,True
sha256:78de3cc7ad2250e568288a246790c8f64af99dc9e6d1654f8820569281acd165,shared_kv_object,waferagent_latency_safe,0.6216188715233928,1129412.128398128,-1129412.128398128,-687467.0463619041,positive_latency_safe_opportunity,waferagent_adaptive,1.0,149,test,31,6901,2611,1392,2,False
sha256:a528a7a0887a22abaeda5e6c0b843331e76a70bc07324d36dadcba289cc0e0bf,shared_kv_object,waferagent_latency_safe,0.6216188692189418,5933032.917016064,-5933032.917016064,-3611405.001661952,positive_latency_safe_opportunity,waferagent_adaptive,32.0,150,test,128,32671,96,1021,2,True
sha256:5acb3a3b6dced1fe4dafa2e926fb6001ff65f70d985017b726e1ae488532f6ad,shared_kv_object,waferagent_latency_safe,0.6213059770022791,23301.266528,-23301.266528,-14180.523104,positive_latency_safe_opportunity,waferagent_adaptive,16.0,151,test,23,3250,378,61,2,False
sha256:5a1ca20437c781cebb5fecc7709f6c43adc9ca92d42267da5484b1620470e28c,shared_kv_object,waferagent_latency_safe,0.621611309441309,4164161.21196288,-4164161.21196288,-2534690.15510784,positive_latency_safe_opportunity,waferagent_adaptive,32.0,152,test,88,4083,4023,1890,8,True
sha256:aadab9aa35a7f8ba674c7a9edf80ea21508acd8cfc861f187567738f1954dc9c,shared_kv_object,apc_like,0.5818139203505324,17644263.36678272,-17644263.36678272,-12681791.316750081,high_queue_and_sram_risk,waferagent_adaptive,16.0,153,test,32,22880,197,279,32,True
sha256:9a35c230f2cec295ac8ff7a0d9e4e7c29646e7981f0e05426d82883fb9f91c1b,shared_kv_object,waferagent_latency_safe,0.6215442572461586,86311.058572736,-86311.058572736,-52534.573696448,positive_latency_safe_opportunity,waferagent_adaptive,4.0,154,test,55,523,2582,553,4,True
sha256:126f587693d22ecc89ec8876b0d1c238a1809c7f7f6e42e4a2b218ff83337df4,shared_kv_object,waferagent_latency_safe,0.6207695550308489,4637.095706816,-4637.095706816,-2821.0441258879996,positive_latency_safe_opportunity,waferagent_adaptive,4.0,155,test,52,1462,410,27,2,False
sha256:866d27b006dae3f5dc23d10cb352e1f28a9c58f531df38cc096aa6604212c135,shared_kv_object,waferagent_latency_safe,0.6216185612423873,1292819.561529536,-1292819.561529536,-786932.110278848,positive_latency_safe_opportunity,waferagent_adaptive,4.0,156,test,62,26057,181,422,2,False
sha256:fdf3d59b24c9ebee2763522e5dacd0145162d7dd8f0bd653cbf11cddf367f36e,shared_kv_object,waferagent_latency_safe,0.6216008306941196,79754.12428256,-79754.12428256,-48545.34499808001,positive_latency_safe_opportunity,waferagent_adaptive,4.0,157,test,8,4754,2033,371,2,False
sha256:ea8b5634d066d98ffa06c7377207aab7d05616f996f9f8815138be85e1e1aa06,shared_kv_object,waferagent_latency_safe,0.6216008306941196,79754.12428256,-79754.12428256,-48545.34499808001,positive_latency_safe_opportunity,waferagent_adaptive,4.0,157,test,8,4754,2033,371,2,False
sha256:c411ed1591c7d7f36c5a2bf0fda0b5375d54d93506291180c3bf039333b1ab51,shared_kv_object,waferagent_latency_safe,0.6215976529701468,37218.473998527996,-37218.473998527996,-22654.376999103995,positive_latency_safe_opportunity,waferagent_adaptive,4.0,157,test,8,4754,2033,371,2,False
sha256:07f20a10ad26542367f85da80074dd5207d741a715778bf758ed2ddfc9866996,shared_kv_object,waferagent_latency_safe,0.6215992722931635,258208.798305984,-258208.798305984,-157168.332664512,positive_latency_safe_opportunity,waferagent_adaptive,4.0,158,test,30,1019,77,1064,4,False
sha256:81cea5b47c2fb9beeb80ab28f373a368edad584186be18d77c203eeb66e46eed,shared_kv_object,apc_like,0.5818170143506666,18535187.5086072,-18535187.5086072,-13322159.408920802,high_queue_and_sram_risk,waferagent_adaptive,2.0,159,test,24,63865,948,105,32,True
