config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,baseline,jct_p99_ms,mesh_total_traffic_bytes
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,pat_like_global_orchestrator,266034.34607667726,26607852122880.0
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,waferagent_adaptive,3221.978794279027,326621131520.0
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,apc_like,25248.256118228863,25207499653120.0
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,apc_like_global_orchestrator,49.27095934241619,0.0
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,pat_like_traffic_only,25248.45611822886,25207499653120.0
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,pat_like_global_orchestrator,49.43306255894644,0.0
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,waferagent_adaptive,49.27106255894645,0.0
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,apc_like,262909.6712242747,262812496525920.0
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,apc_like_global_orchestrator,134.6071805049628,0.0
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,pat_like_traffic_only,286651.5658613142,256035616547012.0
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,pat_like_global_orchestrator,136.7694625611806,0.0
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,waferagent_adaptive,134.6074625611806,0.0
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,apc_like,531.9074075254932,519700480000.0
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,apc_like_global_orchestrator,24.004750125493153,0.0
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,pat_like_traffic_only,433.3244512850287,25985024000.0
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,pat_like_global_orchestrator,24.164923085029468,0.0
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,waferagent_adaptive,24.002923085029465,0.0
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,apc_like,303622.24068513187,728340891202560.0
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,apc_like_global_orchestrator,404646.78332356707,40458625804800.0
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,pat_like_traffic_only,204318.2538418462,149276843996160.0
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,pat_like_global_orchestrator,404646.8056441644,40458625804800.0
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,waferagent_adaptive,107.06582908028082,2419200.0
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,apc_like,1061203.0021123765,8893228111257600.0
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,apc_like_global_orchestrator,2162938.1953248633,774788841292800.0
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,pat_like_traffic_only,1130019.3003970147,8314565884009880.0
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,pat_like_global_orchestrator,2162945.815324863,774788841292800.0
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,waferagent_adaptive,1061203.0021123765,8893228111257600.0
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,apc_like,5375.138193268928,7581704323200.0
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,apc_like_global_orchestrator,70.04146617572633,0.0
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,pat_like_traffic_only,5377.338193268928,7581704323200.0
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,pat_like_global_orchestrator,72.24146617572632,0.0
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,waferagent_adaptive,70.04146617572633,0.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,apc_like,109.80263056549347,103478722560.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,11.05935641669317,0.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,pat_like_traffic_only,90.30180823862935,5173936128.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,11.219529376229486,0.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,waferagent_adaptive,11.057529376229484,0.0
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,apc_like,28993.060270070095,28951372103680.0
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,70.38258402721738,0.0
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,pat_like_traffic_only,28993.260270070095,28951372103680.0
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,70.54527854349323,0.0
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,waferagent_adaptive,70.38327854349323,0.0
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,apc_like,4668.347913468447,4637710090240.0
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,37.552354908946306,0.0
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,pat_like_traffic_only,4668.547913468447,4637710090240.0
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,37.752354908946344,0.0
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,waferagent_adaptive,37.552354908946306,0.0
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,apc_like,8552.397831545859,17053243146240.0
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,apc_like_global_orchestrator,28.820059917459137,0.0
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,pat_like_traffic_only,8552.597831545858,17053243146240.0
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,pat_like_global_orchestrator,29.020059917459136,0.0
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,waferagent_adaptive,28.820059917459137,0.0
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,apc_like,1127982.9421741962,9452793118433280.0
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,apc_like_global_orchestrator,2333473.5067550912,823538805160960.0
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,pat_like_traffic_only,1127985.1421741962,9430775523778508.0
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,pat_like_global_orchestrator,2333481.5067550912,823538805160960.0
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,waferagent_adaptive,1127982.9421741962,9452793118433280.0
