arrival_rate_jobs_per_s,variant,metric,full_value,variant_value,delta_abs,delta_pct,paper_claim,threshold,supported
4.0,no_future_reuse_policy,energy_per_job_j,0.023413276400568995,0.0211202470483545,-0.0022930293522144957,-0.0022930293522144957,energy,0.02,False
4.0,no_kv_sharing,decode_shared_kv_read_bytes,28329604284274.0,20395511198434.0,-7934093085840.0,-0.28006367495377554,decode cohort,0.05,False
4.0,no_kv_sharing,mesh_total_traffic_bytes,1337882504704.0,2125579506790.0,787697002086.0,0.5887639604497812,placement/mesh,0.05,True
4.0,no_kv_sharing,jct_p99_ms,8676.442625328167,15783.257913046938,7106.815287718771,0.8190932153429611,tail latency,0.05,True
4.0,no_kv_sharing,shared_prefill_compute_ms_saved,13193.271705599907,0.0,-13193.271705599907,-1.0,prefix compute reuse,0.95,True
4.0,no_kv_sharing,sram_reload_bytes,125392912384.0,128748355584.0,3355443200.0,0.02675943270002676,SRAM/future reuse,0.05,False
4.0,no_kv_sharing,energy_per_job_j,0.023413276400568995,0.0257299213621205,0.0023166449615515047,0.0023166449615515047,energy,0.02,False
4.0,no_shared_kv_decode_cohort,decode_shared_kv_read_bytes,28329604284274.0,35540854374400.0,7211250090126.0,0.25454821104328046,decode cohort,0.05,True
4.0,no_shared_kv_decode_cohort,mesh_total_traffic_bytes,1337882504704.0,1269163027968.0,-68719476736.0,-0.05136435859978889,placement/mesh,0.05,False
4.0,no_shared_kv_decode_cohort,jct_p99_ms,8676.442625328167,9569.595167941958,893.1525426137905,0.10293994684025344,tail latency,0.05,True
4.0,no_shared_kv_decode_cohort,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
4.0,no_shared_kv_decode_cohort,sram_reload_bytes,125392912384.0,128236650496.0,2843738112.0,0.022678619213272678,SRAM/future reuse,0.05,False
4.0,no_shared_kv_decode_cohort,energy_per_job_j,0.023413276400568995,0.026946625199104002,0.0035333487985350076,0.0035333487985350076,energy,0.02,False
4.0,no_shared_kv_replication,decode_shared_kv_read_bytes,28329604284274.0,22277995364268.0,-6051608920006.0,-0.21361431170308648,decode cohort,0.05,False
4.0,no_shared_kv_replication,mesh_total_traffic_bytes,1337882504704.0,1787350832229.0,449468327525.0,0.33595500796569777,placement/mesh,0.05,True
4.0,no_shared_kv_replication,jct_p99_ms,8676.442625328167,13533.991262460999,4857.548637132832,0.5598548675874067,tail latency,0.05,True
4.0,no_shared_kv_replication,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599906,-1.8189894035458565e-12,-1.3787250381372675e-16,prefix compute reuse,0.95,False
4.0,no_shared_kv_replication,sram_reload_bytes,125392912384.0,134351945728.0,8959033344.0,0.07144768530907145,SRAM/future reuse,0.05,True
4.0,no_shared_kv_replication,energy_per_job_j,0.023413276400568995,0.021139037530274504,-0.0022742388702944906,-0.0022742388702944906,energy,0.02,False
8.0,no_affinity_placement,decode_shared_kv_read_bytes,28905559398673.0,22518513532849.0,-6387045865824.0,-0.2209625414174554,decode cohort,0.05,False
8.0,no_affinity_placement,mesh_total_traffic_bytes,1341103730176.0,56204978763123.0,54863875032947.0,40.90949402232065,placement/mesh,0.05,True
8.0,no_affinity_placement,jct_p99_ms,16438.900782154335,270293.4394442006,253854.53866204625,15.442306150884765,tail latency,0.05,True
8.0,no_affinity_placement,shared_prefill_compute_ms_saved,13193.271705599907,13193.27170559992,1.2732925824820995e-11,9.651075266960873e-16,prefix compute reuse,0.95,False
8.0,no_affinity_placement,sram_reload_bytes,168602632192.0,156866969600.0,-11735662592.0,-0.06960545300761233,SRAM/future reuse,0.05,False
8.0,no_affinity_placement,energy_per_job_j,0.0219681675449685,0.12751359925400702,0.10554543170903852,0.10554543170903852,energy,0.02,True
8.0,no_aggregator_placement,decode_shared_kv_read_bytes,28905559398673.0,22788237479033.0,-6117321919640.0,-0.2116313279140633,decode cohort,0.05,False
8.0,no_aggregator_placement,mesh_total_traffic_bytes,1341103730176.0,1877867267993.0,536763537817.0,0.4002401348526245,placement/mesh,0.05,True
8.0,no_aggregator_placement,jct_p99_ms,16438.900782154335,20950.577984004198,4511.677201849863,0.2744512702909935,tail latency,0.05,True
8.0,no_aggregator_placement,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
8.0,no_aggregator_placement,sram_reload_bytes,168602632192.0,171127603200.0,2524971008.0,0.014975869446241106,SRAM/future reuse,0.05,False
8.0,no_aggregator_placement,energy_per_job_j,0.0219681675449685,0.020283802167461,-0.0016843653775075011,-0.0016843653775075011,energy,0.02,False
8.0,no_distributed_sram_policy,decode_shared_kv_read_bytes,28905559398673.0,22752803998841.0,-6152755399832.0,-0.21285716408292246,decode cohort,0.05,False
8.0,no_distributed_sram_policy,mesh_total_traffic_bytes,1341103730176.0,1877867267993.0,536763537817.0,0.4002401348526245,placement/mesh,0.05,True
8.0,no_distributed_sram_policy,jct_p99_ms,16438.900782154335,20950.577984004198,4511.677201849863,0.2744512702909935,tail latency,0.05,True
8.0,no_distributed_sram_policy,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
8.0,no_distributed_sram_policy,sram_reload_bytes,168602632192.0,170993385472.0,2390753280.0,0.014179809940793073,SRAM/future reuse,0.05,False
8.0,no_distributed_sram_policy,energy_per_job_j,0.0219681675449685,0.020265011685541002,-0.0017031558594274993,-0.0017031558594274993,energy,0.02,False
8.0,no_future_reuse_policy,decode_shared_kv_read_bytes,28905559398673.0,22752803998841.0,-6152755399832.0,-0.21285716408292246,decode cohort,0.05,False
8.0,no_future_reuse_policy,mesh_total_traffic_bytes,1341103730176.0,1877867267993.0,536763537817.0,0.4002401348526245,placement/mesh,0.05,True
8.0,no_future_reuse_policy,jct_p99_ms,16438.900782154335,20950.577984004198,4511.677201849863,0.2744512702909935,tail latency,0.05,True
8.0,no_future_reuse_policy,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
8.0,no_future_reuse_policy,sram_reload_bytes,168602632192.0,170993385472.0,2390753280.0,0.014179809940793073,SRAM/future reuse,0.05,False
8.0,no_future_reuse_policy,energy_per_job_j,0.0219681675449685,0.020265011685541002,-0.0017031558594274993,-0.0017031558594274993,energy,0.02,False
8.0,no_kv_sharing,decode_shared_kv_read_bytes,28905559398673.0,20385632773650.0,-8519926625023.0,-0.29475044947284895,decode cohort,0.05,False
8.0,no_kv_sharing,mesh_total_traffic_bytes,1341103730176.0,1634235248128.0,293131517952.0,0.21857482859549637,placement/mesh,0.05,True
8.0,no_kv_sharing,jct_p99_ms,16438.900782154335,18078.645157617466,1639.7443754631313,0.09974781143780595,tail latency,0.05,True
8.0,no_kv_sharing,shared_prefill_compute_ms_saved,13193.271705599907,0.0,-13193.271705599907,-1.0,prefix compute reuse,0.95,True
8.0,no_kv_sharing,sram_reload_bytes,168602632192.0,116081557504.0,-52521074688.0,-0.31150803522563314,SRAM/future reuse,0.05,False
8.0,no_kv_sharing,energy_per_job_j,0.0219681675449685,0.025178528091949,0.003210360546980498,0.003210360546980498,energy,0.02,False
8.0,no_shared_kv_decode_cohort,decode_shared_kv_read_bytes,28905559398673.0,35540854374400.0,6635294975727.0,0.22955082391630222,decode cohort,0.05,True
8.0,no_shared_kv_decode_cohort,mesh_total_traffic_bytes,1341103730176.0,1235340160512.0,-105763569664.0,-0.07886307918189155,placement/mesh,0.05,False
8.0,no_shared_kv_decode_cohort,jct_p99_ms,16438.900782154335,13548.983373873649,-2889.917408280686,-0.17579748467232728,tail latency,0.05,False
8.0,no_shared_kv_decode_cohort,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
8.0,no_shared_kv_decode_cohort,sram_reload_bytes,168602632192.0,162411839488.0,-6190792704.0,-0.03671824468879049,SRAM/future reuse,0.05,False
8.0,no_shared_kv_decode_cohort,energy_per_job_j,0.0219681675449685,0.025251857947647997,0.0032836904026794962,0.0032836904026794962,energy,0.02,False
8.0,no_shared_kv_replication,decode_shared_kv_read_bytes,28905559398673.0,22788237479033.0,-6117321919640.0,-0.2116313279140633,decode cohort,0.05,False
8.0,no_shared_kv_replication,mesh_total_traffic_bytes,1341103730176.0,1877867267993.0,536763537817.0,0.4002401348526245,placement/mesh,0.05,True
8.0,no_shared_kv_replication,jct_p99_ms,16438.900782154335,20950.577984004198,4511.677201849863,0.2744512702909935,tail latency,0.05,True
8.0,no_shared_kv_replication,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
8.0,no_shared_kv_replication,sram_reload_bytes,168602632192.0,171127603200.0,2524971008.0,0.014975869446241106,SRAM/future reuse,0.05,False
8.0,no_shared_kv_replication,energy_per_job_j,0.0219681675449685,0.020283802167461,-0.0016843653775075011,-0.0016843653775075011,energy,0.02,False
16.0,no_affinity_placement,decode_shared_kv_read_bytes,29081223561086.0,22197464727478.0,-6883758833608.0,-0.23670801949403725,decode cohort,0.05,False
16.0,no_affinity_placement,mesh_total_traffic_bytes,1717055974912.0,61691000888283.0,59973944913371.0,34.92835748493563,placement/mesh,0.05,True
16.0,no_affinity_placement,jct_p99_ms,21412.48399153362,337088.15782273526,315675.6738312016,14.742599408644885,tail latency,0.05,True
16.0,no_affinity_placement,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599931,2.3646862246096134e-11,1.792342549578448e-15,prefix compute reuse,0.95,False
16.0,no_affinity_placement,sram_reload_bytes,170984996864.0,169516990464.0,-1468006400.0,-0.008585586027571996,SRAM/future reuse,0.05,False
16.0,no_affinity_placement,energy_per_job_j,0.022793408601023,0.13802366608455302,0.11523025748353002,0.11523025748353002,energy,0.02,True
16.0,no_aggregator_placement,decode_shared_kv_read_bytes,29081223561086.0,22181143851741.0,-6900079709345.0,-0.23726923644911885,decode cohort,0.05,False
16.0,no_aggregator_placement,mesh_total_traffic_bytes,1717055974912.0,2244013229976.0,526957255064.0,0.30689579301047937,placement/mesh,0.05,True
16.0,no_aggregator_placement,jct_p99_ms,21412.48399153362,26792.20983408817,5379.7258425545515,0.25124249221536676,tail latency,0.05,True
16.0,no_aggregator_placement,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
16.0,no_aggregator_placement,sram_reload_bytes,170984996864.0,176563421184.0,5578424320.0,0.03262522690477358,SRAM/future reuse,0.05,False
16.0,no_aggregator_placement,energy_per_job_j,0.022793408601023,0.0203028073977455,-0.002490601203277501,-0.002490601203277501,energy,0.02,False
16.0,no_distributed_sram_policy,decode_shared_kv_read_bytes,29081223561086.0,22119940567773.0,-6961282993313.0,-0.23937380002910166,decode cohort,0.05,False
16.0,no_distributed_sram_policy,mesh_total_traffic_bytes,1717055974912.0,2244013229976.0,526957255064.0,0.30689579301047937,placement/mesh,0.05,True
16.0,no_distributed_sram_policy,jct_p99_ms,21412.48399153362,26792.20983408817,5379.7258425545515,0.25124249221536676,tail latency,0.05,True
16.0,no_distributed_sram_policy,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
16.0,no_distributed_sram_policy,sram_reload_bytes,170984996864.0,175808446464.0,4823449600.0,0.028209782662022273,SRAM/future reuse,0.05,False
16.0,no_distributed_sram_policy,energy_per_job_j,0.022793408601023,0.0202661659580015,-0.0025272426430214996,-0.0025272426430214996,energy,0.02,False
16.0,no_future_reuse_policy,decode_shared_kv_read_bytes,29081223561086.0,22119940567773.0,-6961282993313.0,-0.23937380002910166,decode cohort,0.05,False
16.0,no_future_reuse_policy,mesh_total_traffic_bytes,1717055974912.0,2244013229976.0,526957255064.0,0.30689579301047937,placement/mesh,0.05,True
16.0,no_future_reuse_policy,jct_p99_ms,21412.48399153362,26792.20983408817,5379.7258425545515,0.25124249221536676,tail latency,0.05,True
16.0,no_future_reuse_policy,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
16.0,no_future_reuse_policy,sram_reload_bytes,170984996864.0,175808446464.0,4823449600.0,0.028209782662022273,SRAM/future reuse,0.05,False
16.0,no_future_reuse_policy,energy_per_job_j,0.022793408601023,0.0202661659580015,-0.0025272426430214996,-0.0025272426430214996,energy,0.02,False
16.0,no_kv_sharing,decode_shared_kv_read_bytes,29081223561086.0,20621426478203.0,-8459797082883.0,-0.2909023777872667,decode cohort,0.05,False
16.0,no_kv_sharing,mesh_total_traffic_bytes,1717055974912.0,2287070277120.0,570014302208.0,0.33197188125285987,placement/mesh,0.05,True
16.0,no_kv_sharing,jct_p99_ms,21412.48399153362,26714.739146492582,5302.2551549589625,0.2476244772467989,tail latency,0.05,True
16.0,no_kv_sharing,shared_prefill_compute_ms_saved,13193.271705599907,0.0,-13193.271705599907,-1.0,prefix compute reuse,0.95,True
16.0,no_kv_sharing,sram_reload_bytes,170984996864.0,123832631296.0,-47152365568.0,-0.27576902320561253,SRAM/future reuse,0.05,False
16.0,no_kv_sharing,energy_per_job_j,0.022793408601023,0.026231493011654502,0.003438084410631502,0.003438084410631502,energy,0.02,False
16.0,no_shared_kv_decode_cohort,decode_shared_kv_read_bytes,29081223561086.0,35540854374400.0,6459630813314.0,0.22212376311283286,decode cohort,0.05,True
16.0,no_shared_kv_decode_cohort,mesh_total_traffic_bytes,1717055974912.0,1195611713024.0,-521444261888.0,-0.303685068807803,placement/mesh,0.05,False
16.0,no_shared_kv_decode_cohort,jct_p99_ms,21412.48399153362,14284.16329579452,-7128.320695739099,-0.33290489317155353,tail latency,0.05,False
16.0,no_shared_kv_decode_cohort,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
16.0,no_shared_kv_decode_cohort,sram_reload_bytes,170984996864.0,160029474816.0,-10955522048.0,-0.06407300201148015,SRAM/future reuse,0.05,False
16.0,no_shared_kv_decode_cohort,energy_per_job_j,0.022793408601023,0.025045967952896,0.0022525593518730007,0.0022525593518730007,energy,0.02,False
16.0,no_shared_kv_replication,decode_shared_kv_read_bytes,29081223561086.0,22181143851741.0,-6900079709345.0,-0.23726923644911885,decode cohort,0.05,False
16.0,no_shared_kv_replication,mesh_total_traffic_bytes,1717055974912.0,2244013229976.0,526957255064.0,0.30689579301047937,placement/mesh,0.05,True
16.0,no_shared_kv_replication,jct_p99_ms,21412.48399153362,26792.20983408817,5379.7258425545515,0.25124249221536676,tail latency,0.05,True
16.0,no_shared_kv_replication,shared_prefill_compute_ms_saved,13193.271705599907,13193.271705599907,0.0,0.0,prefix compute reuse,0.95,False
16.0,no_shared_kv_replication,sram_reload_bytes,170984996864.0,176563421184.0,5578424320.0,0.03262522690477358,SRAM/future reuse,0.05,False
16.0,no_shared_kv_replication,energy_per_job_j,0.022793408601023,0.0203028073977455,-0.002490601203277501,-0.002490601203277501,energy,0.02,False
